Unnamed: 0,Count,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,City,Zip Code,Latitude,Longitude,Referred a Friend,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Churn Value,Churn Score,CLTV,LoyaltyID,Partner,Tenure,Monthly Charges,Churn,Country_United States,State_California,Quarter_Q3,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Internet Type_Cable,Internet Type_DSL,Internet Type_Fiber Optic,Contract_Month-to-Month,Contract_One Year,Contract_Two Year,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check,Customer Status_Churned,Customer Status_Joined,Customer Status_Stayed,Churn Category_Attitude,Churn Category_Competitor,Churn Category_Dissatisfaction,Churn Category_Other,Churn Category_Price,Churn Reason_Attitude of service provider,Churn Reason_Attitude of support person,Churn Reason_Competitor had better devices,Churn Reason_Competitor made better offer,Churn Reason_Competitor offered higher download speeds,Churn Reason_Competitor offered more data,Churn Reason_Deceased,Churn Reason_Don't know,Churn Reason_Extra data charges,Churn Reason_Lack of affordable download/upload speed,Churn Reason_Lack of self-service on Website,Churn Reason_Limited range of services,Churn Reason_Long distance charges,Churn Reason_Moved,Churn Reason_Network reliability,Churn Reason_Poor expertise of online support,Churn Reason_Poor expertise of phone support,Churn Reason_Price too high,Churn Reason_Product dissatisfaction,Churn Reason_Service dissatisfaction,Device Protection_No,Device Protection_No internet service,Device Protection_Yes,Tech Support_No,Tech Support_No internet service,Tech Support_Yes,Lat,Long,SeniorCitizen_Dependents,Tenure_Age_Ratio,AvgMonthlyGB_StreamServices,MonthlyCharge_TotalCharges_Ratio,AvgMonthlyGB_Tenure,Total_Services_Used,Streaming_Services_Count,Internet_Phone_Bundle,Tenure_in_Years,Digital_Payments,Traditional_Payments,Monthly_Charges_Scaled,Revenue_Cluster_Low,Revenue_Cluster_Medium,Revenue_Cluster_High,Refund_to_Charges_Ratio,Extra_Data_Usage_Cost_Proportion,Lifetime_Value_per_Month,Monthly_Charges_18.25-35.5,Monthly_Charges_35.51-70.35,Monthly_Charges_70.36-89.85,Monthly_Charges_89.86-118.75,Lifetime_Value_43-85.918,Lifetime_Value_85.919-137.263,Lifetime_Value_137.264-460.95,Lifetime_Value_460.951-5996
680,1,1,75,0,1,1,0,0,987,92590,33.475493,-117.219551,1,5,72,1,28.5,1,1,5,1,1,1,0,0,1,0,1,1,102.65,7550.3,0.0,0,2052.0,9602.3,3,0,66,4680,867756,1,72,102.65,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,33.475493,-117.219551,0,0.96,5,0.0135954862720686,360,6,1,1,6.0,1,0,1231,0,0,1,0.0,0.0,65,0,0,0,1,1,0,0,0
804,1,1,69,0,1,1,0,0,1034,91405,34.202494,-118.448048,1,1,2,1,7.29,0,1,14,0,0,1,0,0,0,0,1,1,74.2,140.1,0.0,0,14.58,154.68,4,0,32,3170,436705,1,2,74.2,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,34.202494,-118.448048,0,0.0289855072463768,0,0.529621698786581,28,4,0,1,0.1666666666666666,1,0,890,1,0,0,0.0,0.0,1585,0,0,1,0,0,0,0,1
4172,1,0,27,1,0,0,0,0,852,94070,37.497915,-122.267361,0,0,12,1,35.81,0,0,0,0,0,0,0,0,0,0,0,0,19.45,227.45,0.0,0,429.72,657.1700000000001,4,0,76,4862,564604,0,12,19.45,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,37.497915,-122.267361,0,0.4444444444444444,0,0.0855132996262914,0,1,0,0,1.0,1,0,233,1,0,0,0.0,0.0,405,1,0,0,0,0,0,1,0
3519,1,1,64,0,0,1,0,0,1077,95988,39.493991,-122.286363,1,4,69,1,44.33,0,1,18,1,1,1,1,1,0,0,1,1,75.75,5388.15,0.0,0,3058.77,8446.92,4,0,75,5839,255590,1,69,75.75,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,39.493991,-122.286363,0,1.078125,18,0.0140586286573313,1242,7,1,1,5.75,1,0,909,0,0,1,0.0,0.0,84,0,0,1,0,1,0,0,0
789,1,1,68,0,1,0,0,0,212,90222,33.912246,-118.236773,0,0,57,1,32.12,1,1,15,0,1,0,1,1,1,0,0,1,104.9,5913.95,1.69,90,1830.84,7833.1,5,0,75,5838,297408,0,57,104.9,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,33.912246,-118.236773,0,0.8382352941176471,30,0.0177377218272051,855,5,2,1,4.75,1,0,1258,0,0,1,0.0002857650132314,0.015218255142502,102,0,0,0,1,0,1,0,0
1615,1,0,61,0,0,1,0,0,639,93442,35.369553,-120.763864,1,4,35,1,10.43,0,1,4,0,0,0,0,0,0,0,0,1,70.3,2416.55,0.0,80,365.05,2861.6000000000004,3,1,79,5413,269434,1,35,70.3,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,35.369553,-120.763864,0,0.5737704918032787,0,0.0290910595683929,140,2,0,1,2.9166666666666665,1,0,843,0,1,0,0.0,0.0331050464505182,154,0,1,0,0,0,0,1,0
5922,1,1,47,0,0,1,1,3,984,91980,32.587557,-116.636816,1,9,69,1,26.35,1,1,53,1,0,1,1,1,1,1,1,0,86.9,6194.1,0.0,0,1818.15,8012.25,3,0,49,4667,506515,1,69,86.9,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,32.587557,-116.636816,0,1.4680851063829787,159,0.0140294796661339,3657,8,3,1,5.75,1,0,1042,0,0,1,0.0,0.0,67,0,0,1,0,1,0,0,0
1450,1,0,50,0,0,1,0,0,82,96011,41.096569,-121.879082,1,1,63,1,1.93,1,1,21,0,1,1,0,1,1,1,0,1,107.5,6873.75,0.0,60,121.59,7055.34,3,1,96,6144,400636,1,63,107.5,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,41.096569,-121.879082,0,1.26,63,0.0156392071285688,1323,6,3,1,5.25,1,0,1290,0,0,1,0.0,0.0087288597926895,97,0,0,0,1,0,1,0,0
6395,1,0,58,0,0,0,1,3,955,94970,37.921137,-122.657562,0,0,41,1,38.94,0,1,28,0,0,0,0,0,0,0,1,0,45.2,1841.9,0.0,0,1596.54,3438.44,5,0,42,4418,229532,0,41,45.2,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,37.921137,-122.657562,0,0.7068965517241379,0,0.0245398773006134,1148,2,0,1,3.4166666666666665,1,0,542,0,1,0,0.0,0.0,107,0,1,0,0,0,1,0,0
6203,1,0,47,0,0,1,1,3,724,93551,34.613476,-118.256358,1,5,47,1,3.95,0,0,0,0,0,0,0,0,0,0,0,1,21.3,1041.8,0.0,0,185.65,1227.45,4,0,30,2861,481968,1,47,21.3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,34.613476,-118.256358,0,1.0,0,0.0204453829909771,0,2,0,0,3.9166666666666665,1,0,255,0,1,0,0.0,0.0,60,1,0,0,0,1,0,0,0
2048,1,1,31,0,0,1,0,0,596,95519,40.965011,-124.015255,1,1,72,1,34.87,1,1,8,1,1,1,1,1,1,1,1,1,117.8,8684.8,0.0,0,2510.64,11195.44,2,1,91,4432,361735,1,72,117.8,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,40.965011,-124.015255,0,2.3225806451612905,24,0.0135639277818717,576,9,3,1,6.0,1,0,1413,0,0,1,0.0,0.0,61,0,0,0,1,1,0,0,0
6560,1,0,26,1,0,0,0,0,845,95563,40.89866,-123.539754,0,0,59,1,1.94,1,1,73,1,1,1,1,0,1,1,1,0,79.85,4786.1,0.0,0,114.46,4900.56,3,0,64,6041,244611,0,59,79.85,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,40.89866,-123.539754,0,2.269230769230769,146,0.0166837299680324,4307,7,2,1,4.916666666666667,1,0,958,0,0,1,0.0,0.0,102,0,0,1,0,0,1,0,0
6083,1,0,20,1,0,1,1,3,865,92675,33.521447,-117.602555,1,5,18,1,20.0,0,0,0,0,0,0,0,0,0,0,0,0,19.35,309.25,0.0,0,360.0,669.25,5,0,36,2269,318428,1,18,19.35,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,33.521447,-117.602555,0,0.9,0,0.062570735650768,0,1,0,0,1.5,1,0,232,1,0,0,0.0,0.0,126,1,0,0,0,0,1,0,0
2186,1,0,19,1,0,1,0,0,854,92124,32.827238,-117.089287,1,1,25,0,0.0,0,1,82,0,0,0,0,1,0,0,1,1,34.0,853.0,0.0,0,0.0,853.0,1,1,93,5024,420148,1,25,34.0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,32.827238,-117.089287,0,1.3157894736842106,82,0.0398593200468933,2050,3,1,0,2.0833333333333335,1,0,408,0,1,0,0.0,0.0,200,1,0,0,0,0,0,1,0
6178,1,1,46,0,0,1,0,0,394,93434,34.936,-120.594655,1,5,40,1,12.97,0,1,24,0,1,1,0,0,0,0,1,0,80.8,3132.75,0.0,0,518.8000000000001,3651.55,3,0,26,3387,272893,1,40,80.8,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,34.936,-120.594655,0,0.8695652173913043,0,0.0257920357513366,960,3,0,1,3.3333333333333335,1,0,969,0,1,0,0.0,0.0,84,0,0,1,0,1,0,0,0
4936,1,1,31,0,0,0,0,0,1084,92283,32.852947,-114.850784,0,0,2,1,11.19,0,1,14,0,0,0,0,0,0,0,0,1,69.8,146.65,0.0,10,22.38,179.03,3,0,26,3527,464166,0,2,69.8,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,32.852947,-114.850784,0,0.064516129032258,0,0.475963177633822,28,2,0,1,0.1666666666666666,1,0,837,1,0,0,0.0,0.0681895669962495,1763,0,1,0,0,0,0,0,1
1906,1,0,30,0,0,1,0,0,883,92707,33.714829,-117.872941,1,1,21,0,0.0,0,1,69,1,0,1,0,1,1,1,0,1,55.95,1157.05,0.0,10,0.0,1167.05,1,1,74,5531,902152,1,21,55.95,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,33.714829,-117.872941,0,0.7,207,0.0483557322501188,1449,6,3,0,1.75,1,0,671,0,1,0,0.0,0.0086426688561427,263,0,1,0,0,0,0,1,0
6985,1,1,36,0,0,1,1,1,795,92066,33.215251,-116.53633,1,10,68,1,34.62,1,1,18,0,1,0,0,1,1,1,1,1,101.05,6770.5,0.0,0,2354.16,9124.66,4,0,32,5570,368292,1,68,101.05,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,33.215251,-116.53633,0,1.8888888888888888,54,0.0149250424636289,1224,6,3,1,5.666666666666667,1,0,1212,0,0,1,0.0,0.0,81,0,0,0,1,1,0,0,0
822,1,0,73,0,1,1,0,0,1042,92083,33.17494,-117.242761,1,2,70,1,15.9,0,0,0,0,0,0,0,0,0,0,0,1,19.55,1462.05,0.0,0,1113.0,2575.05,3,0,22,5209,978089,1,70,19.55,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,33.17494,-117.242761,0,0.958904109589041,0,0.0133716357169727,0,2,0,0,5.833333333333333,1,0,234,0,1,0,0.0,0.0,74,1,0,0,0,1,0,0,0
4985,1,1,48,0,0,1,1,2,415,92545,33.734933,-117.044145,1,1,1,1,41.1,0,1,18,0,0,0,0,0,0,0,1,0,44.55,44.55,0.0,0,41.1,85.65,4,0,48,3408,974067,1,1,44.55,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,33.734933,-117.044145,0,0.0208333333333333,0,1.0,18,2,0,1,0.0833333333333333,1,0,534,1,0,0,0.0,0.0,3408,0,1,0,0,0,0,0,1
6964,1,0,24,1,0,1,0,0,787,91963,32.619465,-116.593605,1,8,72,1,16.15,1,1,52,1,1,0,0,0,0,1,1,1,84.05,6052.25,0.0,0,1162.8,7215.05,4,0,47,5515,855108,1,72,84.05,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,32.619465,-116.593605,0,3.0,52,0.0138873972489569,3744,5,1,1,6.0,1,0,1008,0,0,1,0.0,0.0,76,0,0,1,0,1,0,0,0
6278,1,0,61,0,0,1,0,0,640,94038,37.515556,-122.502311,1,9,2,1,7.49,0,1,14,0,0,0,0,0,0,0,1,1,70.4,154.8,0.0,0,14.98,169.78,3,0,39,5748,781730,1,2,70.4,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,37.515556,-122.502311,0,0.0327868852459016,0,0.4547803617571059,28,3,0,1,0.1666666666666666,1,0,844,1,0,0,0.0,0.0,2874,0,0,1,0,0,0,0,1
2646,1,0,21,1,0,1,0,0,270,91010,34.145695,-117.95982,1,7,11,1,1.92,0,0,0,0,0,0,0,0,0,0,0,0,20.6,233.9,0.0,0,21.119999999999997,255.02,3,0,29,4047,233392,1,11,20.6,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,34.145695,-117.95982,0,0.5238095238095238,0,0.0880718255664814,0,1,0,0,0.9166666666666666,1,0,247,1,0,0,0.0,0.0,367,1,0,0,0,0,0,1,0
3974,1,0,40,0,0,1,1,2,353,92835,33.902211,-117.914922,1,9,56,1,29.06,1,0,0,0,0,0,0,0,0,0,0,1,24.95,1468.9,0.0,0,1627.36,3096.26,5,0,76,5243,947294,1,56,24.95,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,33.902211,-117.914922,0,1.4,0,0.0169854993532575,0,2,0,0,4.666666666666667,1,0,299,0,1,0,0.0,0.0,93,1,0,0,0,0,1,0,0
6339,1,0,41,0,0,0,0,0,773,94566,37.633361,-121.862395,0,0,36,0,0.0,0,1,2,0,1,0,1,0,0,0,1,1,34.85,1267.2,0.0,0,0.0,1267.2,4,0,50,4452,409337,0,36,34.85,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,37.633361,-121.862395,0,0.8780487804878049,0,0.0275015782828282,72,3,0,0,3.0,1,0,418,0,1,0,0.0,0.0,123,1,0,0,0,0,1,0,0
6690,1,1,42,0,0,0,0,0,956,95978,39.904002,-121.527823,0,0,37,1,44.52,1,1,6,1,1,1,1,1,1,1,1,1,90.6,3358.65,8.96,0,1647.24,4996.93,4,0,26,2546,236900,0,37,90.6,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,39.904002,-121.527823,0,0.8809523809523809,18,0.0269751239337233,222,9,3,1,3.0833333333333335,1,0,1087,0,1,0,0.0026677385258958,0.0,68,0,0,0,1,1,0,0,0
2138,1,0,50,0,0,1,0,0,891,90405,34.005439,-118.477507,1,3,39,0,0.0,0,1,13,1,0,1,0,1,1,1,1,0,55.9,2184.35,0.0,0,0.0,2184.35,1,1,67,5632,558946,1,39,55.9,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,34.005439,-118.477507,0,0.78,39,0.0255911369514958,507,6,3,0,3.25,1,0,670,0,1,0,0.0,0.0,144,0,1,0,0,0,0,1,0
3876,1,1,29,1,0,0,1,3,331,92335,34.087558,-117.464096,0,0,18,1,41.08,1,1,48,0,0,1,0,0,0,0,1,1,80.55,1406.65,0.0,0,739.4399999999999,2146.09,5,0,37,5334,524379,0,18,80.55,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,34.087558,-117.464096,0,0.6206896551724138,0,0.0572637116553513,864,4,0,1,1.5,1,0,966,0,1,0,0.0,0.0,296,0,0,1,0,0,0,1,0
4800,1,1,29,1,0,0,0,0,815,91335,34.200175,-118.540958,0,0,19,1,11.42,1,1,41,1,0,1,0,0,0,0,1,1,84.75,1651.95,49.38,0,216.98,1819.55,4,0,24,5157,257749,0,19,84.75,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,34.200175,-118.540958,0,0.6551724137931034,0,0.0513030055389085,779,5,0,1,1.5833333333333333,1,0,1017,0,1,0,0.0298919458821392,0.0,271,0,0,1,0,0,0,1,0
1764,1,0,36,0,0,0,0,0,268,95936,39.578792,-120.780786,0,0,4,1,24.09,0,1,17,0,1,0,0,0,0,0,1,1,76.65,333.6,0.0,0,96.36,429.96,1,1,90,4580,425537,0,4,76.65,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,39.578792,-120.780786,0,0.1111111111111111,0,0.2297661870503597,68,3,0,1,0.3333333333333333,1,0,919,1,0,0,0.0,0.0,1145,0,0,1,0,0,0,0,1
5092,1,1,46,0,0,1,1,1,521,93243,34.845861,-118.885163,1,10,1,1,11.45,0,1,14,0,0,0,0,0,0,0,1,1,69.95,69.95,0.0,0,11.45,81.4,3,0,62,5133,477005,1,1,69.95,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,34.845861,-118.885163,0,0.0217391304347826,0,1.0,14,3,0,1,0.0833333333333333,1,0,839,1,0,0,0.0,0.0,5133,0,1,0,0,0,0,0,1
800,1,0,76,0,1,1,0,0,368,91202,34.167926,-118.267539,0,0,38,1,3.42,0,1,15,1,0,0,0,0,1,0,1,1,83.45,3147.15,24.98,0,129.96,3252.13,3,0,49,2768,648428,1,38,83.45,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,34.167926,-118.267539,0,0.5,15,0.0265160542077752,570,5,1,1,3.1666666666666665,1,0,1001,0,1,0,0.0079373401331363,0.0,72,0,0,1,0,1,0,0,0
5892,1,1,38,0,0,1,1,2,495,91750,34.144703,-117.770299,1,5,10,1,46.23,0,0,0,0,0,0,0,0,0,0,0,1,19.7,197.54,0.0,0,462.2999999999999,659.8399999999999,5,0,69,4890,135257,1,0,19.7,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,34.144703,-117.770299,0,0.2631578947368421,0,0.099726637643009,0,2,0,0,0.8333333333333334,1,0,236,1,0,0,0.0,0.0,489,1,0,0,0,0,0,0,1
3505,1,1,28,1,0,1,0,0,709,95963,39.748037,-122.302169,1,7,56,1,46.9,1,1,48,1,0,0,0,1,1,1,1,1,100.55,5514.95,0.0,0,2626.4,8141.35,3,0,61,4847,306869,1,56,100.55,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,39.748037,-122.302169,0,2.0,144,0.018232259585309,2688,7,3,1,4.666666666666667,1,0,1206,0,0,1,0.0,0.0,86,0,0,0,1,0,1,0,0
6953,1,0,37,0,0,0,0,0,190,91911,32.607964,-117.059459,0,0,30,1,22.64,1,1,18,0,1,1,0,1,0,0,1,1,68.95,2038.7,0.0,0,679.2,2717.9,5,0,30,4403,861683,0,30,68.95,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,32.607964,-117.059459,0,0.8108108108108109,18,0.0338205719330946,540,5,1,1,2.5,1,0,827,0,1,0,0.0,0.0,146,0,1,0,0,0,0,1,0
6488,1,1,64,0,0,1,1,2,937,95370,37.982716,-120.343732,1,1,72,1,28.63,1,1,19,1,1,1,1,1,1,1,1,0,88.7,6501.35,0.0,0,2061.36,8562.710000000001,4,0,46,4641,267930,1,72,88.7,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,37.982716,-120.343732,0,1.125,57,0.0136433202334899,1368,8,3,1,6.0,1,0,1064,0,0,1,0.0,0.0,64,0,0,1,0,1,0,0,0
4940,1,0,26,1,0,0,0,0,26,92305,34.1678,-116.86433,0,0,8,1,5.27,0,0,0,0,0,0,0,0,0,0,0,1,20.2,140.95,0.0,0,42.16,183.11,4,0,38,5066,672819,0,8,20.2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,34.1678,-116.86433,0,0.3076923076923077,0,0.1433132316424264,0,2,0,0,0.6666666666666666,1,0,242,1,0,0,0.0,0.0,633,1,0,0,0,0,0,0,1
5939,1,0,64,0,0,1,1,1,794,92065,33.044541,-116.833922,1,1,53,1,28.36,1,1,17,1,1,1,1,0,1,1,1,1,104.05,5566.4,0.0,0,1503.08,7069.48,3,0,43,4190,351871,1,53,104.05,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,33.044541,-116.833922,0,0.828125,34,0.018692512216154,901,8,2,1,4.416666666666667,1,0,1248,0,0,1,0.0,0.0,79,0,0,0,1,1,0,0,0
3559,1,1,44,0,0,1,0,0,900,96085,41.737962,-123.07557,1,1,46,1,10.13,1,1,3,0,1,1,0,1,0,0,1,1,94.65,4312.5,0.0,0,465.98,4778.48,4,0,79,4120,129434,1,46,94.65,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,41.737962,-123.07557,0,1.0454545454545454,3,0.0219478260869565,138,5,1,1,3.8333333333333335,1,0,1135,0,0,1,0.0,0.0,89,0,0,0,1,0,1,0,0
2616,1,0,31,0,0,0,0,0,238,90630,33.818477,-118.038307,0,0,6,1,7.72,0,0,0,0,0,0,0,0,0,0,0,0,20.7,112.75,0.0,0,46.32,159.07,5,0,47,5346,442014,0,6,20.7,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,33.818477,-118.038307,0,0.1935483870967742,0,0.1835920177383592,0,1,0,0,0.5,1,0,248,1,0,0,0.0,0.0,891,1,0,0,0,0,0,0,1
1618,1,0,22,1,0,1,0,0,445,93526,36.869584,-118.189241,1,1,8,1,38.83,0,1,76,0,0,1,0,1,1,1,1,1,94.2,777.3,0.0,0,310.64,1087.94,1,1,80,2939,745404,1,8,94.2,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,36.869584,-118.189241,0,0.3636363636363636,228,0.1211887302199923,608,7,3,1,0.6666666666666666,1,0,1130,0,1,0,0.0,0.0,367,0,0,0,1,0,0,1,0
