,Status ID,Customer ID,Count,Quarter,Satisfaction Score,Customer Status,Churn Label,Churn Value,Churn Score,CLTV,Churn Category,Churn Reason
762,CQAXBU5299,4176-RELJR,1,Q3,3,Stayed,No,0,26,6388,,
763,AATMFR3394,7924-GJZFI,1,Q3,4,Stayed,No,0,50,4442,,
764,MEVAOY8371,5897-ZYEKH,1,Q3,3,Stayed,No,0,45,5768,,
765,ZIYYPU1863,5456-ITGIC,1,Q3,5,Stayed,No,0,68,5295,,
766,HOBFOV6123,8070-AAWZP,1,Q3,4,Stayed,No,0,63,2525,,
767,NNHVFI4753,6860-YRJZP,1,Q3,5,Stayed,No,0,51,2003,,
768,SGOYGI6491,9391-DXGGG,1,Q3,4,Stayed,No,0,27,4368,,
769,IRHTRW9794,9844-FELAJ,1,Q3,3,Stayed,No,0,53,5899,,
770,OBRSZY2967,8395-ETZKQ,1,Q3,3,Stayed,No,0,51,5443,,
771,NEBTBH4553,8336-TAVKX,1,Q3,3,Stayed,No,0,71,4032,,
772,XTMTXI7431,0581-BXBUB,1,Q3,4,Stayed,No,0,50,4503,,
773,URZVXI2715,5150-ITWWB,1,Q3,4,Joined,No,0,40,4496,,
774,BCVKHI3687,9281-OFDMF,1,Q3,4,Stayed,No,0,39,5028,,
775,BRLPBJ8469,7636-OWBPG,1,Q3,3,Stayed,No,0,27,3606,,
776,FNUDBZ9713,0549-CYCQN,1,Q3,5,Stayed,No,0,59,4673,,
777,ZQIBBA8373,0928-JMXNP,1,Q3,4,Stayed,No,0,46,2914,,
778,YWDEBT9514,3629-ZNKXA,1,Q3,4,Stayed,No,0,53,3296,,
779,LFZOTD6146,4827-LTQRJ,1,Q3,4,Stayed,No,0,67,5418,,
780,UOSBWL4998,0136-IFMYD,1,Q3,5,Stayed,No,0,63,4297,,
781,HRDMBF2819,5144-TVGLP,1,Q3,3,Stayed,No,0,71,3654,,
782,WSVDDH5786,9659-ZTWSM,1,Q3,4,Stayed,No,0,53,4138,,
783,YXNWIW7672,2195-VVRJF,1,Q3,3,Stayed,No,0,30,2422,,
784,VQDHCZ1817,1125-SNVCK,1,Q3,5,Stayed,No,0,68,5651,,
785,YEIEEG3238,2545-EBUPK,1,Q3,3,Joined,No,0,72,5039,,
786,RQEQYD4718,2172-EJXVF,1,Q3,3,Stayed,No,0,60,5479,,
787,HVTUUC5118,8659-HDIYE,1,Q3,4,Stayed,No,0,58,5113,,
788,KPDDLL6788,4680-KUTAJ,1,Q3,4,Stayed,No,0,80,5014,,
789,IIUSTW8496,2883-ILGWO,1,Q3,5,Stayed,No,0,75,5838,,
790,DINGZR3216,1167-OYZJF,1,Q3,5,Stayed,No,0,76,4934,,
791,MYJFOM7676,4806-DXQCE,1,Q3,4,Stayed,No,0,46,6146,,
792,OZHDCQ1492,5996-NRVXR,1,Q3,3,Stayed,No,0,53,4332,,
793,ELAHDJ1981,0100-DUVFC,1,Q3,5,Stayed,No,0,57,5291,,
794,OUJJBO9356,5397-TUPSH,1,Q3,3,Stayed,No,0,30,4871,,
795,MHVNSZ7118,6773-LQTVT,1,Q3,5,Stayed,No,0,46,4107,,
796,NAOXZL9856,9402-ORRAH,1,Q3,3,Stayed,No,0,41,4173,,
797,YKNMJX1192,4840-ORQXB,1,Q3,3,Stayed,No,0,35,5128,,
798,ZGYWHY1645,3982-DQLUS,1,Q3,3,Stayed,No,0,21,4978,,
799,XNPDJI3798,3756-VNWDH,1,Q3,3,Stayed,No,0,66,4368,,
800,QLTVCO9544,2921-XWDJH,1,Q3,3,Stayed,No,0,49,2768,,
801,IBXWHL9286,9799-CAYJJ,1,Q3,4,Joined,No,0,58,2901,,
802,JMTWTO5329,6814-ZPWFQ,1,Q3,4,Stayed,No,0,49,5896,,
803,EMBUZA4826,5019-GQVCR,1,Q3,4,Stayed,No,0,56,4556,,
804,SWJAWY7583,2880-FPNAE,1,Q3,4,Joined,No,0,32,3170,,
805,RZDESO3956,1568-BEKZM,1,Q3,3,Stayed,No,0,47,4666,,
806,FVSYZE5595,2045-BMBTJ,1,Q3,4,Stayed,No,0,30,3116,,
807,CGGVBU5136,6741-EGCBI,1,Q3,3,Stayed,No,0,53,5983,,
808,LTXYAQ3394,1730-ZMAME,1,Q3,4,Stayed,No,0,24,3041,,
809,THNSYO4451,5913-INRQV,1,Q3,3,Stayed,No,0,38,3202,,
810,MPWQFA7355,6185-TASNN,1,Q3,4,Joined,No,0,65,2546,,
811,SQEXAL4946,1925-LFCZZ,1,Q3,4,Stayed,No,0,70,4932,,
812,HIMEFG9189,8707-RMEZH,1,Q3,3,Stayed,No,0,69,4148,,
813,TLGGEX3516,9373-WSLOY,1,Q3,3,Stayed,No,0,65,5600,,
814,GSXODY6381,9819-FBNSV,1,Q3,3,Stayed,No,0,20,4121,,
815,CDYWON6363,9544-PYPSJ,1,Q3,4,Stayed,No,0,37,5868,,
816,IOUZPB2959,3878-AVSOQ,1,Q3,4,Joined,No,0,49,5033,,
817,ZPQFHA4496,3258-SYSWS,1,Q3,3,Stayed,No,0,56,4598,,
818,QHKHDC6884,0512-FLFDW,1,Q3,5,Stayed,No,0,34,6442,,
819,AZVXBE3173,2107-FBPTK,1,Q3,4,Stayed,No,0,59,5655,,
820,LLXFNS4627,1016-DJTSV,1,Q3,4,Stayed,No,0,20,5242,,
821,KYCAGB1741,5699-BNCAS,1,Q3,3,Stayed,No,0,73,4788,,
822,CYDCMU5262,2900-PHPLN,1,Q3,3,Stayed,No,0,22,5209,,
823,KAJJDT2881,4039-PIMHX,1,Q3,3,Stayed,No,0,37,4306,,
824,IWVNAE6217,7826-VVKWT,1,Q3,5,Stayed,No,0,73,4309,,
825,VAENJE1821,5288-AHOUP,1,Q3,3,Stayed,No,0,51,4333,,
826,BRIUTX3711,7134-HBPBS,1,Q3,5,Stayed,No,0,71,4474,,
827,VKPKYT4134,4415-WNGVR,1,Q3,4,Stayed,No,0,42,3355,,
828,YZQTLN1296,1309-XGFSN,1,Q3,3,Stayed,No,0,76,6090,,
829,GAITZI9735,0650-BWOZN,1,Q3,3,Stayed,No,0,66,5313,,
830,HQVHQC8417,4304-XUMGI,1,Q3,4,Stayed,No,0,34,6084,,
831,PVCMSB9425,9481-IEBZY,1,Q3,3,Stayed,No,0,29,5569,,
832,HDRFWK9638,1080-BWSYE,1,Q3,5,Stayed,No,0,36,6469,,
833,ALTNPM4611,3786-WOVKF,1,Q3,4,Stayed,No,0,58,4768,,
834,VWGODY4248,5816-SCGFC,1,Q3,4,Stayed,No,0,46,3660,,
835,LIWCPC5869,9278-VZKCD,1,Q3,5,Stayed,No,0,49,4428,,
836,HGTBVO1473,8261-GWDBQ,1,Q3,3,Stayed,No,0,77,4734,,
837,MBHNQC3268,6173-GOLSU,1,Q3,4,Stayed,No,0,47,4228,,
838,EUFTTY9421,8720-RQSBJ,1,Q3,4,Joined,No,0,46,4320,,
839,EBQDGK7192,7225-CBZPL,1,Q3,3,Stayed,No,0,49,4831,,
840,QGMTDJ9315,3692-JHONH,1,Q3,5,Stayed,No,0,57,4499,,
841,EUMNCO4914,1200-TUZHR,1,Q3,4,Stayed,No,0,53,2565,,
842,ZPSTAO8144,7130-CTCUS,1,Q3,3,Stayed,No,0,34,3324,,
843,KVTEVX4454,0420-HLGXF,1,Q3,3,Stayed,No,0,58,3860,,
844,YNISZI5758,3657-COGMW,1,Q3,4,Stayed,No,0,69,4251,,
845,KSVYFS2217,4334-HOWRP,1,Q3,3,Stayed,No,0,78,4049,,
846,OWBGVZ5983,4098-NAUKP,1,Q3,3,Stayed,No,0,72,6404,,
847,CCUHNV7562,3308-JSGML,1,Q3,3,Stayed,No,0,49,6306,,
848,YTPRFU3112,6199-IWKGC,1,Q3,5,Stayed,No,0,59,5453,,
849,QCLBSL2376,2675-DHUTR,1,Q3,3,Stayed,No,0,21,4993,,
850,CNDNMH9572,7446-YPODE,1,Q3,3,Stayed,No,0,23,5296,,
851,OJDSQA1599,9522-BNTHX,1,Q3,3,Stayed,No,0,32,5597,,
852,RXFHTA4221,0531-ZZJWQ,1,Q3,5,Stayed,No,0,54,4958,,
853,CBJDCG5833,2688-BHGOG,1,Q3,5,Stayed,No,0,76,5811,,
854,MXRBIR4743,0916-QOFDP,1,Q3,3,Stayed,No,0,29,3471,,
855,MNVZOB6522,8910-LEDAG,1,Q3,3,Stayed,No,0,72,3583,,
856,TRZGAT6288,3452-GWUIN,1,Q3,5,Stayed,No,0,40,5316,,
857,QSIXFR4592,7278-CKDNC,1,Q3,4,Stayed,No,0,40,4422,,
858,MIFTRR5564,8450-UYIBU,1,Q3,4,Stayed,No,0,60,2030,,
859,CKHHSN6363,3836-FZSDJ,1,Q3,5,Stayed,No,0,53,4367,,
860,RWGMLN1686,0187-QSXOE,1,Q3,4,Stayed,No,0,36,5711,,
861,ACDNXL6285,7733-UDMTP,1,Q3,4,Stayed,No,0,76,4622,,
862,PLBNYR9481,6904-JLBGY,1,Q3,4,Stayed,No,0,71,4008,,
863,DNEMWR6619,6917-YACBP,1,Q3,3,Stayed,No,0,70,5170,,
864,KDXHMZ5273,4223-WOZCM,1,Q3,5,Joined,No,0,78,5251,,
865,RDSETP5185,5917-RYRMG,1,Q3,4,Stayed,No,0,78,3836,,
866,KMPPYE4162,8224-DWCKX,1,Q3,4,Stayed,No,0,38,5159,,
867,PVNQHR4669,1768-HNVGJ,1,Q3,3,Stayed,No,0,43,4223,,
868,SAXIRB9795,4395-PZMSN,1,Q3,4,Stayed,No,0,48,2850,,
869,BHJUGB4877,5446-DKWYW,1,Q3,4,Stayed,No,0,30,6238,,
870,IPIMHX2227,8107-KNCIM,1,Q3,4,Stayed,No,0,66,3771,,
871,JEGUAB5399,5451-YHYPW,1,Q3,3,Stayed,No,0,50,6205,,
872,FJSHJP2694,7629-WFGLW,1,Q3,3,Stayed,No,0,20,6335,,
873,NWWSFC5733,8818-DOPVL,1,Q3,3,Stayed,No,0,76,4103,,
874,SIHLVG1236,7044-YAACC,1,Q3,5,Stayed,No,0,53,4444,,
875,HUOUXQ2598,8189-XRIKE,1,Q3,4,Stayed,No,0,52,5936,,
876,JQFWQQ9557,3740-RLMVT,1,Q3,3,Stayed,No,0,41,5792,,
877,EDEQRP2221,2186-QZEYA,1,Q3,3,Stayed,No,0,30,2044,,
878,FTJOCZ9591,5599-HVLTW,1,Q3,4,Stayed,No,0,39,3276,,
879,OCDCVV4973,9208-OLGAQ,1,Q3,4,Stayed,No,0,74,3878,,
880,DKNBUN1629,3244-CQPHU,1,Q3,4,Stayed,No,0,57,5232,,
881,DIDINP9164,2674-MLXMN,1,Q3,4,Stayed,No,0,77,4241,,
882,DGAXIX3546,9708-HPXWZ,1,Q3,5,Stayed,No,0,68,2599,,
883,FTUBUH4431,5792-JALQC,1,Q3,3,Stayed,No,0,71,5085,,
884,NVDJZD5687,2675-OTVVJ,1,Q3,4,Stayed,No,0,68,5597,,
885,PIYVBB3655,0537-QYZZN,1,Q3,3,Stayed,No,0,36,3412,,
886,ICKPBV4771,3340-QBBFM,1,Q3,3,Stayed,No,0,48,4017,,
887,NEXJMP2789,2277-VWCNI,1,Q3,3,Stayed,No,0,25,3048,,
888,ULZWZF7342,7576-JMYWV,1,Q3,3,Stayed,No,0,55,4162,,
889,GGZKUQ4529,5227-JSCFE,1,Q3,4,Stayed,No,0,28,5421,,
890,IZRKXC5839,1608-GMEWB,1,Q3,4,Stayed,No,0,58,3960,,
891,SHUFYG4553,2665-NPTGL,1,Q3,4,Stayed,No,0,38,3114,,
892,NMSLVX8666,0442-ZXKVS,1,Q3,3,Stayed,No,0,45,4337,,
893,HLDIXV4173,0575-CUQOV,1,Q3,4,Stayed,No,0,29,6150,,
894,IPZWDV5827,5329-KRDTM,1,Q3,4,Stayed,No,0,29,6202,,
895,XIQRWQ7876,0707-HOVVN,1,Q3,4,Stayed,No,0,62,6024,,
896,MDLXXS8237,9518-XXBXE,1,Q3,4,Stayed,No,0,41,4254,,
897,QJERCZ4476,0423-UDIJQ,1,Q3,4,Stayed,No,0,22,2145,,
898,OEFFME2557,9029-FEGVJ,1,Q3,3,Stayed,No,0,27,5242,,
899,YJURQM3295,8999-XXGNS,1,Q3,5,Stayed,No,0,53,5832,,
900,GPEYEZ7267,0471-ARVMX,1,Q3,3,Stayed,No,0,68,5061,,
901,PPBPPU4859,7524-VRLPL,1,Q3,3,Stayed,No,0,34,4204,,
902,XLUIJZ2384,4884-TVUQF,1,Q3,4,Stayed,No,0,48,4421,,
903,NQUQVR3453,8065-BVEPF,1,Q3,4,Stayed,No,0,52,4574,,
904,VUUOPT6459,6350-XFYGW,1,Q3,4,Stayed,No,0,44,2757,,
905,EWSJCJ3498,8755-IWJHN,1,Q3,3,Stayed,No,0,21,6132,,
906,JGQCNE3743,4480-QQRHC,1,Q3,3,Stayed,No,0,79,4899,,
907,SVANLM3732,0929-PECLO,1,Q3,4,Stayed,No,0,38,4438,,
908,TXSDLP3567,9470-YFUYI,1,Q3,3,Stayed,No,0,55,5247,,
909,FNVYQP8296,7402-EYFXX,1,Q3,5,Stayed,No,0,54,4030,,
910,XFNPVG3552,1986-PHGZF,1,Q3,4,Stayed,No,0,54,2812,,
911,PNYIQR5959,8024-XNAFQ,1,Q3,4,Stayed,No,0,56,5294,,
912,PPWYCT9976,2988-GBIVW,1,Q3,4,Stayed,No,0,64,5129,,
913,ZIAGJK7968,5956-YHHRX,1,Q3,5,Stayed,No,0,22,4934,,
914,TWNFQU2286,6008-NAIXK,1,Q3,3,Stayed,No,0,58,4521,,
915,PYZMHW5676,4007-NHVHI,1,Q3,3,Stayed,No,0,57,5679,,
916,ERITZQ2165,8979-CAMGB,1,Q3,5,Stayed,No,0,47,6100,,
917,KXIAWG1456,7813-ZGGAW,1,Q3,5,Stayed,No,0,40,3364,,
918,JAEOHS4491,6583-KQJLK,1,Q3,3,Stayed,No,0,70,5868,,
919,ZCWZMV3222,6139-ZZRBQ,1,Q3,4,Stayed,No,0,44,4309,,
920,QHQKIM2444,7594-LZNWR,1,Q3,3,Stayed,No,0,63,4478,,
921,MQIPMM3896,3996-ZNWYK,1,Q3,4,Stayed,No,0,69,5819,,
922,KCWFMX1441,8760-ZRHKE,1,Q3,4,Stayed,No,0,65,5546,,
923,GCPHIS2535,5216-WASFJ,1,Q3,3,Stayed,No,0,30,5603,,
924,HBGCZF1416,4948-WBBKL,1,Q3,3,Stayed,No,0,23,5041,,
925,GITGJM4575,8348-JLBUG,1,Q3,3,Stayed,No,0,34,4270,,
926,MDKQFN2587,3339-EAQNV,1,Q3,5,Stayed,No,0,69,6156,,
927,PPPUYY3969,5730-RIITO,1,Q3,3,Stayed,No,0,79,4757,,
928,VGQWJV5391,7515-LODFU,1,Q3,3,Stayed,No,0,21,4042,,
929,ZPUORB6692,8041-TMEID,1,Q3,4,Stayed,No,0,49,6453,,
930,CKEZVQ8758,6941-KXRRV,1,Q3,3,Stayed,No,0,49,4815,,
931,INRAKI9945,4501-UYKBC,1,Q3,3,Stayed,No,0,30,3856,,
932,TMJUGU5953,5304-EFJLP,1,Q3,4,Stayed,No,0,36,4406,,
933,GZQASB6527,8875-AKBYH,1,Q3,4,Stayed,No,0,70,4915,,
934,ZPJZLU7316,0533-UCAAU,1,Q3,5,Stayed,No,0,40,5462,,
935,QTHDRZ6156,1394-SUIUH,1,Q3,4,Stayed,No,0,45,2672,,
936,IXERCP6927,8565-WUXZU,1,Q3,4,Stayed,No,0,54,4240,,
937,PYWPRV5599,2055-BFOCC,1,Q3,3,Stayed,No,0,42,5688,,
938,FCASPV9355,4584-LBNMK,1,Q3,4,Stayed,No,0,61,5644,,
939,JQEDOA1784,3898-GUYTS,1,Q3,3,Stayed,No,0,34,4735,,
940,RDEYCQ1789,3703-KBKZP,1,Q3,5,Stayed,No,0,47,5111,,
941,ZMXKWR6447,5117-IFGPS,1,Q3,3,Stayed,No,0,67,2217,,
942,SNSGYM4927,2197-OMWGI,1,Q3,4,Stayed,No,0,31,5583,,
943,BWDBXO6898,7852-LECYP,1,Q3,4,Stayed,No,0,43,5870,,
944,UHMCKZ7361,8595-SIZNC,1,Q3,4,Stayed,No,0,75,2628,,
945,YGSZOD5873,8920-NAVAY,1,Q3,5,Stayed,No,0,43,5166,,
946,VPJHUE3143,9699-UBQFS,1,Q3,3,Stayed,No,0,32,4745,,
947,PJUCWE9486,1261-FWTTE,1,Q3,4,Stayed,No,0,67,2307,,
948,FXDCKC4717,3528-HFRIQ,1,Q3,5,Stayed,No,0,51,5491,,
949,KHYEWW3774,3320-VEOYC,1,Q3,3,Stayed,No,0,78,3502,,
950,MRITLV3849,9758-MFWGD,1,Q3,5,Stayed,No,0,49,2617,,
951,AQDOPG5528,1360-JYXKQ,1,Q3,5,Stayed,No,0,54,4118,,
952,IFQKPS8495,6925-BAYGL,1,Q3,3,Stayed,No,0,70,5295,,
953,XCRLXH8599,4135-FRWKJ,1,Q3,3,Stayed,No,0,42,4319,,
954,OOGMUJ1874,6551-ZCOTS,1,Q3,4,Stayed,No,0,52,5756,,
955,QWDAAE1928,5995-SNNEW,1,Q3,5,Stayed,No,0,37,5883,,
956,RGZWZW5267,5371-VYLSX,1,Q3,3,Stayed,No,0,68,4977,,
957,NLTNXH4772,4128-ETESU,1,Q3,3,Stayed,No,0,67,4787,,
958,FUOSJY9996,3295-YVUSR,1,Q3,3,Joined,No,0,47,5098,,
959,BPCWCB9226,8016-NCFVO,1,Q3,4,Stayed,No,0,58,4222,,
960,ANZTTZ4946,4119-ZYPZY,1,Q3,3,Stayed,No,0,28,6423,,
961,NXUCPT8473,1078-TDCRN,1,Q3,5,Joined,No,0,27,4133,,
962,ELPFGQ6864,5439-WIKXB,1,Q3,3,Stayed,No,0,45,4914,,
963,OBEFDU5594,2080-CAZNM,1,Q3,5,Stayed,No,0,61,4477,,
964,IPZWCQ2968,1028-FFNJK,1,Q3,5,Stayed,No,0,73,4828,,
965,RJTVUV5819,3001-UNBTL,1,Q3,4,Stayed,No,0,58,3733,,
966,VTUYIE1141,0786-IVLAW,1,Q3,3,Stayed,No,0,20,4722,,
967,ZJTRWN8622,4282-ACRXS,1,Q3,3,Stayed,No,0,33,3511,,
968,EPUROH5985,7668-XCFYV,1,Q3,3,Stayed,No,0,23,3689,,
969,ODVYET5922,5336-UFNZP,1,Q3,4,Stayed,No,0,32,6211,,
970,AOVDNB3618,9233-PSYHO,1,Q3,4,Stayed,No,0,21,2636,,
971,WXAIPB9362,8777-MBMTS,1,Q3,4,Stayed,No,0,80,4872,,
972,QKPCRV9994,2615-YVMYX,1,Q3,3,Stayed,No,0,64,5775,,
973,NBPMRX7598,2851-STERV,1,Q3,4,Stayed,No,0,59,2715,,
974,HHMANW1649,5419-JKZNQ,1,Q3,3,Stayed,No,0,49,2009,,
975,NWZTWO1388,1409-PHXTF,1,Q3,4,Stayed,No,0,77,4425,,
976,QUGQWG1935,9591-YVTEB,1,Q3,3,Stayed,No,0,49,5829,,
977,RCIGPB6617,9309-BZGNT,1,Q3,3,Stayed,No,0,43,5681,,
978,HMTWZZ2893,8075-GXIUB,1,Q3,3,Stayed,No,0,59,5601,,
979,HPPNSC2522,6723-WSNTY,1,Q3,3,Stayed,No,0,35,5360,,
980,JCPTXT7575,2144-BFDSO,1,Q3,3,Stayed,No,0,54,5211,,
981,DBHEOV8336,5647-FXOTP,1,Q3,5,Stayed,No,0,40,5084,,
982,XZNXLS8424,6078-VESFR,1,Q3,5,Stayed,No,0,53,5225,,
983,FEADWY7144,9866-OCCKE,1,Q3,4,Stayed,No,0,34,6010,,
984,FLIBFF5448,2786-GCDPI,1,Q3,5,Stayed,No,0,39,5570,,
985,MMONCS8284,3733-UOCWF,1,Q3,4,Stayed,No,0,62,4845,,
986,EBQLHW9477,8490-BXHEO,1,Q3,5,Stayed,No,0,27,5137,,
987,RFAKOA8932,7173-TETGO,1,Q3,3,Stayed,No,0,69,6072,,
988,YTQVBA5778,6435-VWCCY,1,Q3,3,Stayed,No,0,64,5205,,
989,ILXHHS6262,6726-NNFWD,1,Q3,4,Stayed,No,0,72,6004,,
990,UUSQZU1556,7856-GANIL,1,Q3,3,Stayed,No,0,66,2535,,
991,FGUZZC4122,0248-PGHBZ,1,Q3,4,Stayed,No,0,80,5857,,
992,CCLGMA7125,7472-EQOAV,1,Q3,3,Stayed,No,0,44,4485,,
993,EXAGVL7585,5985-BEHZK,1,Q3,5,Stayed,No,0,56,6423,,
994,JYFYHY6417,9279-CJEOJ,1,Q3,4,Stayed,No,0,47,5691,,
995,IASOGF2613,8029-XYPWT,1,Q3,4,Stayed,No,0,53,4438,,
996,OIYCQM6567,6646-JPPHA,1,Q3,3,Stayed,No,0,44,5327,,
997,FGHBLC3876,7658-UYUQS,1,Q3,5,Stayed,No,0,67,5318,,
998,AJFTAD2457,8746-BFOAJ,1,Q3,4,Stayed,No,0,62,5766,,
999,NMASJL8461,8023-QHAIO,1,Q3,3,Stayed,No,0,66,6035,,
1000,VKITXI5364,8133-ANHHJ,1,Q3,4,Stayed,No,0,75,5023,,
1001,YXAAOV1672,1707-HABPF,1,Q3,4,Stayed,No,0,43,3191,,
1002,AJETRZ1528,6847-KJLTS,1,Q3,5,Stayed,No,0,64,4005,,
1003,OMTIMG9473,4619-EVPHY,1,Q3,5,Stayed,No,0,57,3748,,
1004,WSMQXT1756,4462-CYWMH,1,Q3,3,Stayed,No,0,67,4981,,
1005,ZWBBMR1925,9334-GWGOW,1,Q3,4,Stayed,No,0,44,2259,,
1006,XWZWQG5581,4291-HYEBC,1,Q3,3,Stayed,No,0,59,2305,,
1007,PZTVSP2898,1576-PFZIW,1,Q3,4,Stayed,No,0,34,5866,,
1008,ISEZOX2272,0147-ESWWR,1,Q3,4,Stayed,No,0,77,3172,,
1009,WCTEPE1693,1217-VASWC,1,Q3,4,Stayed,No,0,65,4499,,
1010,KERYRU4374,2522-WLNSF,1,Q3,4,Stayed,No,0,34,2225,,
1011,EWKBDF9799,5327-XOKKY,1,Q3,3,Stayed,No,0,29,5540,,
1012,GSQVHB6786,3312-ZWLGF,1,Q3,5,Stayed,No,0,21,3172,,
1013,XBASGB6864,0795-XCCTE,1,Q3,3,Stayed,No,0,51,6141,,
1014,SXLMCX8868,7072-MBHEV,1,Q3,5,Stayed,No,0,50,2333,,
1015,ASEPHQ9382,8050-DVOJX,1,Q3,4,Stayed,No,0,69,4537,,
1016,NNBJBV9242,8169-SAEJD,1,Q3,3,Stayed,No,0,28,4162,,
1017,QIOGKZ1637,1580-BMCMR,1,Q3,3,Stayed,No,0,70,4447,,
1018,AWCILY4589,4199-QHJNM,1,Q3,3,Stayed,No,0,52,5869,,
1019,TWGMWF3549,5135-GRQJV,1,Q3,3,Stayed,No,0,47,6051,,
1020,EJTEFL6274,2384-OVPSA,1,Q3,3,Stayed,No,0,71,4947,,
1021,HQNLZE9116,1371-WEPDS,1,Q3,3,Stayed,No,0,78,3587,,
1022,BPUTJR1641,3349-ANQNH,1,Q3,5,Stayed,No,0,50,5513,,
1023,VBJOEA8115,5937-EORGB,1,Q3,4,Stayed,No,0,61,2394,,
1024,NDZZAS2195,5539-HIVAK,1,Q3,4,Stayed,No,0,80,3136,,
1025,AZOLUM6224,4583-PARNH,1,Q3,5,Stayed,No,0,46,4045,,
1026,EAJBZI3921,1421-HCERK,1,Q3,5,Stayed,No,0,54,2455,,
1027,OFSJXG3486,0716-BQNDX,1,Q3,3,Stayed,No,0,75,4276,,
1028,XLPQJH8494,1162-ECVII,1,Q3,4,Stayed,No,0,53,4265,,
1029,LLMEHK8249,8695-ARGXZ,1,Q3,5,Stayed,No,0,22,5381,,
1030,XESGSV8829,1697-NVVGY,1,Q3,4,Stayed,No,0,22,4533,,
1031,UQJCJL3858,9112-WSNPU,1,Q3,4,Stayed,No,0,45,5873,,
1032,TUXTBM9457,4976-LNFVV,1,Q3,5,Stayed,No,0,20,4615,,
1033,IDDDDG7987,2077-MPJQO,1,Q3,4,Stayed,No,0,41,3533,,
1034,LIYTSA1438,1480-IVEVR,1,Q3,3,Stayed,No,0,60,2300,,
1035,PXZAGK8969,4118-CEVPF,1,Q3,3,Stayed,No,0,35,2125,,
1036,DAILME7798,2428-HYUNX,1,Q3,5,Stayed,No,0,42,4975,,
1037,ROSVAS6329,9693-XMUOB,1,Q3,4,Stayed,No,0,27,5546,,
1038,RPZZDH9773,1635-NZATJ,1,Q3,5,Stayed,No,0,26,5341,,
1039,HEZSUK1755,9943-VSZUV,1,Q3,4,Stayed,No,0,30,5823,,
1040,JGZLNY9179,9355-NPPFS,1,Q3,3,Stayed,No,0,37,4509,,
1041,EURTHZ7966,5828-DWPIL,1,Q3,4,Stayed,No,0,25,4415,,
1042,APBKVL2783,2931-FSOHN,1,Q3,5,Stayed,No,0,58,5254,,
1043,YNKHLH7566,9971-ZWPBF,1,Q3,3,Stayed,No,0,24,5151,,
1044,XGTWWF9677,8421-WZOOW,1,Q3,3,Stayed,No,0,23,4912,,
1045,WSSPRJ1694,2957-JIRMN,1,Q3,4,Stayed,No,0,60,4166,,
1046,UZVNJX6791,5271-DBYSJ,1,Q3,5,Stayed,No,0,20,3355,,
1047,WVSGUK8858,3915-ODIYG,1,Q3,3,Stayed,No,0,71,4964,,
1048,XEVVHA8122,5671-UUNXD,1,Q3,3,Stayed,No,0,40,5791,,
1049,GIWQFQ9985,4698-KVLLG,1,Q3,5,Stayed,No,0,68,4224,,
1050,IJJYVQ3754,0282-NVSJS,1,Q3,4,Stayed,No,0,75,3353,,
1051,VGGAPU1314,7537-CBQUZ,1,Q3,3,Stayed,No,0,24,5961,,
1052,EXCCKB4611,4750-UKWJK,1,Q3,4,Stayed,No,0,77,5730,,
1053,XSGKUF1932,4884-ZTHVF,1,Q3,5,Stayed,No,0,65,3950,,
1054,ZFUVOS9549,3055-OYMSE,1,Q3,3,Stayed,No,0,45,6469,,
1055,UKNPDQ1756,1468-DEFNC,1,Q3,3,Stayed,No,0,68,4772,,
1056,OURVCG7846,9605-WGJVW,1,Q3,5,Joined,No,0,47,2422,,
1057,TYVZJM4311,4627-MIHJH,1,Q3,3,Stayed,No,0,69,4948,,
1058,KRJNBH7747,5553-AOINX,1,Q3,4,Stayed,No,0,48,4892,,
1059,TUUBMJ5911,3258-SANFR,1,Q3,3,Stayed,No,0,30,4270,,
1060,XGZRFB9958,4833-QTJNO,1,Q3,3,Stayed,No,0,49,5261,,
1061,TVTMLT9347,2322-VCZHZ,1,Q3,3,Stayed,No,0,50,4999,,
1062,AZJRIK4598,6383-ZTSIW,1,Q3,3,Stayed,No,0,22,4599,,
1063,UYBRPH3728,0118-JPNOY,1,Q3,3,Stayed,No,0,46,5700,,
1064,BHRVZQ2436,9000-PLFUZ,1,Q3,3,Stayed,No,0,61,4277,,
1065,DRRKJE8488,7779-ORAEL,1,Q3,3,Stayed,No,0,52,5837,,
1066,XHYMIC2661,0644-OQMDK,1,Q3,4,Stayed,No,0,34,4510,,
1067,MQNPPU6325,1658-XUHBX,1,Q3,3,Stayed,No,0,21,6492,,
1068,IVVEAW6859,2378-HTWFW,1,Q3,3,Stayed,No,0,35,5527,,
1069,ZBMTJW9895,3719-TDVQB,1,Q3,4,Stayed,No,0,28,5548,,
1070,OLFHNN3399,0201-MIBOL,1,Q3,3,Stayed,No,0,69,4861,,
1071,EAXUDC3815,8495-PRWFH,1,Q3,4,Stayed,No,0,80,5831,,
1072,WHLJKO9974,0439-IFYUN,1,Q3,4,Stayed,No,0,62,3896,,
1073,XQCVEC1457,6458-CYIDZ,1,Q3,4,Stayed,No,0,51,3468,,
1074,KIAJLA3252,1932-UEDCX,1,Q3,4,Stayed,No,0,55,3669,,
1075,SRSQBD9398,5188-HGMLP,1,Q3,5,Stayed,No,0,30,4991,,
