Churn,Customer ID
0,2272-JKMSI
1,2272-QAGFO
0,2272-UOINI
0,2272-WUSPA
0,2274-XUATA
0,2277-AXSDC
0,2277-BKJKN
0,2277-DJJDL
0,2277-VWCNI
0,2279-AXJJK
0,2282-YGNOR
0,2284-VFLKH
0,2293-IJWPS
0,2294-DMMUS
0,2294-SALNE
0,2300-RQGOI
1,2302-ANTDP
0,2302-OUZXB
0,2303-PJYHN
0,2305-MRGLV
1,2309-OSFEU
1,2311-QYMUQ
0,2314-TNDJQ
0,2316-ESMLS
1,2320-JRSDE
0,2320-SLKMB
0,2320-TZRRH
0,2320-YKQBO
1,2321-OMBXY
0,2322-VCZHZ
0,2324-AALNO
0,2324-EFHVG
0,2325-NBPZG
0,2325-WINES
1,2325-ZUSFD
0,2330-PQGDQ
1,2332-EFBJY
0,2332-TODQS
0,2335-GSODA
0,2338-BQEZT
1,2344-JMOGN
0,2346-DJQTB
0,2346-LOCWC
0,2347-WKKAE
0,2348-KCJLT
0,2351-RRBUE
1,2357-COQEK
1,2359-KMGLI
1,2359-QWQUL
0,2360-RDGRO
0,2361-FJWNO
0,2361-UPSND
1,2362-IBOOY
0,2363-BJLSL
0,2364-UFROM
0,2368-GAKKQ
0,2369-FEVNO
1,2369-UAPKZ
0,2371-JUNGC
0,2371-KFUOG
1,2372-HWUHI
0,2373-NTKOD
0,2378-HTWFW
0,2378-VTKDH
0,2378-YIZKA
1,2379-ENZGV
0,2379-GYFLQ
0,2380-DAMQP
1,2386-LAHRK
0,2388-LAESQ
1,2391-SOORI
0,2393-DIVAI
1,2397-BRLOM
1,2398-YPMUR
0,2400-FEQME
0,2400-XIWIO
0,2402-TAIRZ
1,2403-BCASL
0,2404-JIBFC
0,2405-LBMUW
0,2408-PSJVE
1,2408-TZMJL
1,2408-WITXK
0,2410-CIYFZ
0,2418-TPEUN
0,2419-FSORS
0,2424-WVHPL
0,2428-HYUNX
0,2428-ZMCTB
0,2429-AYKKO
0,2430-RRYUW
1,2430-USGXP
1,2433-KMEAS
0,2434-EEVDB
0,2439-LYPMQ
0,2439-QKJUL
1,2446-PLQVO
0,2446-ZKVAF
0,2450-ZKEED
0,2452-KDRRH
0,2452-MRMZF
0,2452-SNHFZ
0,2453-SAFNS
1,2454-RPBRZ
0,2455-USLMV
1,2460-FPSYH
1,2462-XIIJB
0,2466-FCCPT
0,2466-NEJOJ
0,2468-SJFLM
0,2469-DTSGX
1,2472-OVKUP
1,2474-BRUCM
0,2474-LCNUE
0,2475-MROZF
0,2476-YGEFM
0,2478-EEWWM
1,2479-BRAMR
0,2480-EJWYP
0,2480-SQIOB
0,2481-SBOYW
1,2482-CZGBB
0,2483-XSSMZ
1,2484-DGXPZ
1,2485-ITVKB
0,2486-WYVVE
0,2495-KZNFB
0,2495-TTHBQ
0,2498-XLDZR
0,2501-XWWTZ
0,2504-DSHIH
1,2506-CLAKW
1,2506-TNFCO
0,2507-QZPQS
0,2509-TFPJU
0,2511-ALLCS
0,2511-MORQY
0,2516-XSJKX
0,2519-ERQOJ
1,2519-FAKOD
0,2519-LBNQL
0,2519-TWKFS
0,2520-SGTTA
0,2521-NPUZR
0,2522-AHJXR
0,2522-WLNSF
0,2523-EWWZL
0,2525-GVKQU
1,2530-ENDWQ
0,2530-FMFXO
1,2533-QVMSK
0,2533-TIBIX
0,2538-OIMXF
0,2541-YGPKE
0,2542-HYGIQ
0,2545-EBUPK
0,2545-LXYVJ
0,2546-KZAAT
0,2550-AEVRU
0,2550-QHZGP
0,2558-BUOZZ
0,2560-WBWXF
1,2565-JSLRY
1,2568-BRGYX
1,2568-OIADY
0,2569-WGERO
1,2575-GFSOE
0,2577-GVSIL
0,2580-ASVVY
0,2580-ATZSQ
0,2581-VKIRT
0,2582-FFFZR
0,2585-KTFRE
0,2586-CWXVV
0,2587-YNLES
0,2592-HODOV
1,2592-SEIFQ
0,2592-YKDIF
0,2595-KIWPV
0,2599-CIPQE
0,2599-CZABP
0,2603-HVKCG
0,2604-IJPDU
1,2606-RMDHZ
0,2607-DHDAK
0,2607-FBDFF
1,2608-BHKFN
1,2609-IAICY
0,2612-PHGOX
1,2612-RANWT
0,2616-FLVQC
0,2621-UDNLU
0,2623-DRYAM
0,2625-TRCZQ
1,2626-URJFX
0,2626-VEEWG
0,2632-IVXVF
0,2632-TACXW
1,2632-UCGVD
1,2636-ALXXZ
1,2636-OHFMN
0,2636-SJDOU
1,2642-DTVCO
0,2642-MAWLJ
1,2645-QTLMB
0,2649-HWLYB
0,2650-GYRYL
0,2651-ZCBXV
0,2654-VBVPB
1,2656-FMOKZ
1,2656-TABEH
1,2657-ALMWY
0,2657-VPXTA
1,2659-VXMWZ
1,2660-EMUBI
0,2662-NNTDK
0,2664-XJZNO
0,2665-NPTGL
0,2669-OIDSD
0,2669-QVCRG
1,2672-DZUOY
1,2672-HUYVI
0,2672-OJQZP
0,2672-TGEFF
0,2673-CXQEU
0,2673-ZALNP
0,2674-MIAHT
0,2674-MLXMN
0,2675-DHUTR
0,2675-IJRGJ
0,2675-OTVVJ
0,2676-OXPPQ
0,2676-SSLTO
0,2680-XKKNJ
0,2682-KEVRP
1,2683-BPJSO
0,2683-JXWQQ
1,2684-EIWEO
1,2685-SREOM
0,2688-BHGOG
1,2691-NZETQ
0,2692-AQCPF
0,2692-BUCFV
0,2692-PFYTJ
0,2694-CIUMO
0,2696-ECXKC
1,2696-NARTR
0,2696-RZVZW
0,2697-NQBPF
0,2700-LUEVA
0,2706-QZIHY
0,2709-UQGNP
0,2710-WYVXG
0,2712-SYWAY
0,2716-GFZOR
0,2717-HVIZY
1,2718-GAXQD
1,2719-BDAQO
0,2720-FVBQP
1,2720-WGKHP
1,2722-JMONI
1,2722-VOJQL
0,2724-FJDYW
0,2725-IWWBA
1,2725-KXXWT
0,2725-TTRIQ
0,2729-VNVAP
0,2731-GJRDG
0,2732-ISEZX
1,2737-WFVYW
1,2737-YNGYW
0,2739-CACDQ
0,2740-JFBOK
0,2740-TVLFN
1,2748-MYRVK
0,2749-CTKAJ
0,2753-JMMCV
0,2754-SDJRD
1,2754-VDLTR
1,2754-XBHTB
1,2761-OCIAX
0,2761-XECQW
0,2773-OVBPK
1,2774-LVQUS
0,2775-SEFEE
1,2777-PHDEI
1,2778-OCLGR
0,2782-LFZVW
0,2786-GCDPI
0,2788-CJQAQ
0,2789-HQBOU
0,2790-XUYMV
0,2791-SFVEW
0,2792-VPPET
1,2794-XIMMO
0,2796-NNUFI
0,2799-TSLAG
0,2800-QQUSO
0,2800-VEQXM
0,2801-NISEI
0,2804-ETQDK
0,2805-AUFQN
0,2805-EDJPQ
0,2806-MLNTI
0,2808-CHTDM
0,2809-ILCYT
0,2809-ZMYOQ
1,2810-FTLEM
0,2811-POVEX
0,2812-ENYMO
0,2812-REYAT
0,2812-SFXMJ
1,2815-CPTUL
0,2817-LVCPP
1,2817-NTQDO
0,2819-GWENI
0,2821-WARNZ
0,2823-LKABH
0,2824-DXNKN
0,2826-DXLQO
0,2826-UWHIS
0,2828-SLQPF
0,2829-HYVZP
0,2830-LEWOA
0,2831-EBWRN
0,2832-KJCRD
0,2832-SCUCO
1,2833-SLKDQ
0,2834-JKOOW
1,2834-SPCJV
1,2840-XANRC
0,2842-BCQGE
1,2842-JTCCU
0,2843-CQMEG
1,2845-AFFTX
1,2845-HSJCY
0,2845-KDHVX
0,2851-MMUTZ
0,2851-STERV
0,2853-CWQFQ
1,2856-HYAPG
1,2856-NNASM
0,2858-EIMXH
1,2858-MOFSQ
1,2860-RANUS
0,2862-JVEOY
0,2862-PFNIK
0,2863-IMQDR
1,2865-TCHJW
0,2866-IKBTM
1,2867-UIMSS
0,2868-LLSKM
1,2868-MZAGQ
1,2868-SNELZ
1,2869-ADAWR
1,2873-ZLIWT
0,2874-YXVVA
0,2876-GZYZC
1,2876-VBBBL
0,2877-VDUER
0,2878-DHMIN
0,2878-RMWXY
0,2880-FPNAE
0,2882-DDZPG
0,2882-WDTBA
0,2883-ILGWO
1,2884-GBPFB
1,2886-KEFUM
0,2887-JPYLU
0,2888-ADFAO
1,2889-FPWRM
0,2896-TBNBE
0,2897-DOVND
1,2898-LSJGD
0,2900-PHPLN
0,2903-YYTBW
0,2904-GGUAZ
0,2907-ILJBN
0,2908-WGAXL
0,2908-ZTPNF
0,2911-IJORQ
0,2911-WDXMV
0,2916-BQZLN
1,2919-HBCJO
0,2920-RNCEZ
0,2924-KHUVI
0,2925-MXLSX
0,2926-JEJJC
0,2927-CVULT
0,2927-QRRQV
0,2928-HLDBA
1,2929-ERCFZ
1,2929-QNSRW
1,2930-UOTMB
0,2931-SVLTV
0,2931-VUVJN
0,2931-XIQBR
1,2933-FILNV
0,2933-XEUJM
0,2937-FTHUR
1,2947-DOMLJ
1,2951-QOQTK
1,2952-QAYZF
0,2954-PIBKO
1,2955-BJZHG
1,2956-GGUCQ
0,2957-JIRMN
1,2957-LOLHO
0,2958-NHPPS
0,2959-EEXWB
0,2959-FENLU
0,2960-NKRSO
0,2961-VNFKL
1,2962-XPMCQ
0,2967-MXRAV
1,2968-SSGAA
0,2969-QWUBZ
0,2969-VAPYH
0,2969-WGHQO
0,2971-SGAFL
0,2972-YDYUW
0,2974-GGUXS
0,2978-XXSOG
1,2979-SXESE
1,2982-IHMFT
0,2984-AFWNC
1,2984-MIIZL
0,2984-RGEYA
0,2984-TBYKU
0,2985-FMWYF
0,2985-JUUBZ
0,2987-BJXIK
0,2988-GBIVW
0,2988-PLAHS
0,2988-QRAJY
1,2990-HWIML
0,2990-IAJSV
0,2990-OGYTD
1,2995-UPRYS
0,2995-YWTCD
0,2996-XAUVF
0,2999-AANRQ
1,3001-CBHLQ
0,3002-WQZWT
0,3003-CMDUU
1,3005-NFMTA
0,3005-TYFRD
1,3006-XIMLN
0,3007-FDPEA
0,3011-WQKSZ
0,3012-VFFMN
0,3014-WJKSM
1,3018-TFTSU
0,3021-VLNRJ
1,3023-GFLBR
0,3026-ATZYV
0,3027-YNWZU
1,3027-ZTDHO
0,3030-YDNRM
1,3030-YZADT
1,3034-ZBEQN
0,3038-PQIUY
0,3039-MJSLN
0,3043-SUDUA
0,3043-TYBNO
1,3045-XETSH
1,3049-NDXFL
1,3049-SOLAY
0,3050-RLLXC
0,3055-MJDSB
0,3055-OYMSE
0,3055-VTCGS
0,3057-VJJQE
0,3058-WQDRE
0,3059-NGMXB
0,3061-BCKYI
0,3062-ICYZQ
1,3063-QFSZL
1,3066-RRJIO
0,3067-SVMTC
1,3068-OMWZA
0,3069-SSVSN
0,3070-BDOQC
1,3070-DVEYC
0,3070-FNFZQ
0,3071-MVJCD
0,3071-VBYPO
0,3082-VQXNH
0,3084-DOWLE
1,3085-QUOZK
0,3086-RUCRN
0,3088-FVYWK
0,3088-LHEFH
0,3090-LETTY
0,3090-QFUVD
1,3091-FYHKI
1,3092-IGHWF
0,3094-JOJAI
0,3096-GKWEB
1,3096-IZETN
1,3096-JRDSO
0,3096-WPXBT
0,3096-YXENJ
0,3097-IDVPU
1,3097-NQYSN
0,3097-PYWXL
0,3099-OONVS
1,3104-OWCGK
1,3106-ULWFW
0,3113-IWHLC
0,3115-CZMZD
0,3118-UHVVQ
0,3125-RAHBV
0,3126-WQMGH
0,3128-YOVTD
0,3129-AAQOU
0,3130-ICDUP
1,3132-TVFDZ
0,3133-PZNSR
0,3137-LUPIX
1,3138-BKYAV
1,3143-ILDAL
1,3143-JQEGI
1,3144-AUDBS
0,3146-JTQHR
0,3148-AOIQT
0,3154-CFSZG
0,3154-HMWUU
0,3156-QLHBO
1,3158-MOERK
0,3160-TYXLT
0,3161-ONRWK
0,3162-KKZXO
0,3162-ZJZFU
1,3164-AALRN
0,3164-YAXFY
1,3165-HDOEW
0,3167-SNQPL
0,3170-GWYKC
0,3170-NMYVV
0,3173-NVMPX
0,3173-WSSUE
0,3174-AKMAS
0,3174-RKMOW
1,3177-LASXD
0,3178-CIFOT
1,3178-FESZO
0,3179-GBRWV
0,3181-MIZBN
0,3186-AJIEK
1,3186-BAXNB
0,3190-FZATL
0,3190-ITQXP
0,3191-CSNMG
1,3192-NQECA
1,3194-ORPIK
0,3195-TQDZX
0,3196-NVXLZ
0,3197-ARFOY
0,3199-NPKCN
0,3199-XGZCY
0,3205-MXZRA
1,3207-OYBWH
1,3208-YPIOE
0,3209-ZPKFI
1,3211-ILJTT
0,3212-KXOCR
0,3213-VVOLG
0,3214-IYUUQ
1,3217-FZDMN
0,3219-JQRSL
0,3223-DWFIO
1,3223-WZWJM
0,3224-DFQNQ
0,3227-WLKLI
0,3229-USWAR
0,3230-IUALN
0,3230-JCNZS
1,3230-WYKIR
0,3234-VKACU
1,3235-ETOOB
1,3237-AJGEH
0,3239-TPHPZ
0,3243-ZHOHY
0,3244-CQPHU
1,3244-DCJWY
0,3247-MHJKM
1,3247-ZVOUO
1,3249-ZPQRG
0,3253-HKOKL
1,3254-YRILK
0,3255-GRXMG
0,3256-EZDBI
0,3258-SYSWS
0,3258-ZKPAI
0,3259-KNMRR
0,3259-QMXUN
0,3261-CQXOL
0,3262-EIDHV
0,3272-VUHPV
0,3274-NSDWE
0,3275-RHRNE
1,3276-HDUEG
0,3278-FSIXX
0,3279-DYZQM
0,3280-MRDOF
0,3280-NMUVX
0,3283-WCWXT
0,3284-SVCRO
1,3285-UCQVC
0,3292-PBZEJ
0,3295-YVUSR
0,3298-QEICA
0,3301-LSLWQ
0,3301-VKTGC
0,3307-TLCUD
0,3308-DGHKL
0,3308-JSGML
0,3308-MHOOC
0,3312-UUMZW
0,3312-ZWLGF
1,3313-QKNKB
0,3315-IKYZQ
1,3315-TOTBP
0,3316-UWXUY
1,3317-HRTNN
0,3317-VLGQT
1,3318-OSATS
0,3320-VEOYC
0,3323-CPBWR
0,3324-OIRTO
1,3325-FUYCG
0,3327-YBAKM
1,3329-WDIOK
1,3334-CTHOL
1,3336-JORSO
0,3338-CVVEH
0,3339-EAQNV
0,3345-JHUEO
0,3345-PBBFH
0,3347-YJZZE
1,3348-CFRNX
0,3349-ANQNH
0,3351-NGXYI
1,3351-NQLDI
0,3352-ALMCK
0,3352-RICWQ
0,3354-OADJP
0,3359-DSRKA
0,3363-DTIVD
0,3363-EWLGO
0,3370-GQEAL
0,3372-CDXFJ
0,3373-YZZYM
1,3374-LXDEV
0,3374-PZLXD
0,3374-TTZTK
1,3376-BMGFE
0,3378-AJRAO
0,3384-CTMSF
1,3387-VATUS
0,3391-JSQEW
0,3392-EHMNK
1,3393-FMZPV
0,3396-DKDEL
0,3397-AVTKU
1,3398-FSHON
1,3398-ZOUAA
0,3399-BMLVW
1,3400-ESFUW
0,3401-URHDA
0,3407-JMJQQ
0,3407-QGWLG
0,3410-MHHUM
0,3410-YOQBQ
0,3411-WLRSQ
0,3413-BMNZE
0,3413-CSSTH
0,3413-DHLPB
1,3415-TAILE
1,3419-SNJJD
0,3420-ZDBMA
0,3422-GALYP
1,3422-LYEPQ
0,3422-WJOYD
0,3423-HHXAO
1,3426-NIYYL
0,3427-GGZZI
0,3428-MMGUB
0,3429-IFLEM
0,3439-GVUSX
1,3440-JPSCL
0,3441-CGZJH
0,3442-ZHHCC
1,3445-HXXGF
0,3446-QDSZF
0,3451-VAWLI
0,3452-ABWRL
0,3452-FLHYD
0,3452-GWUIN
0,3452-SRFEG
0,3453-RTHJQ
0,3454-JFUBC
0,3457-PQBYH
0,3460-TJBWI
0,3462-BJQQA
0,3466-RITXD
0,3468-DRVQJ
0,3472-OAOOR
0,3472-QPRCH
1,3473-XIIIT
0,3474-BAFSJ
0,3481-JHUZH
0,3482-ABPKK
0,3486-KHMLI
0,3486-NPGST
1,3488-PGMQJ
0,3489-HHPFY
0,3496-LFSZU
0,3500-NSDOA
1,3500-RMZLT
0,3503-TYDAY
1,3506-LCJDC
0,3506-OVLKD
0,3508-CFVZL
0,3509-GWQGF
0,3511-APPBJ
0,3511-BFTJW
1,3512-IZIKN
0,3518-FSTWG
0,3518-PZXZQ
1,3519-ZKXGG
0,3520-FJGCV
0,3521-MNKLV
0,3522-CDKHF
0,3523-BRGUW
1,3523-QRQLL
0,3524-WQDSG
0,3525-DVKFN
0,3528-HFRIQ
0,3530-CRZSB
0,3530-VWVGU
0,3533-UVMOM
1,3536-IQCTX
0,3537-RYBHH
1,3538-WZPHD
1,3540-RZJYU
0,3544-FBCAS
0,3545-CNWRG
0,3546-GHEAE
0,3547-LQRIK
0,3549-ZTMNH
1,3550-SAHFP
1,3551-HUAZH
0,3552-CTCYF
0,3556-BVQGL
0,3557-HTYWR
0,3563-SVYLG
0,3566-CAAYU
0,3566-HJGPK
0,3566-VVORZ
0,3567-PQTSO
0,3569-EDBPQ
0,3569-JFODW
0,3569-VLDHH
0,3570-YUEKJ
0,3571-DPYUH
1,3571-RFHAR
0,3572-UOLYZ
0,3580-GICBM
0,3580-HYCSP
1,3580-REOAC
1,3583-EKAPL
0,3583-KRKMD
0,3585-YNADK
0,3588-WSTTJ
0,3589-PPVKW
0,3590-TCXTB
0,3594-BDSOA
0,3594-IVHJZ
1,3594-UVONA
0,3597-YASZG
0,3604-WLABM
0,3605-JISKB
0,3606-SBKRY
1,3606-TWKGI
0,3612-YUNGG
0,3617-XLSGQ
0,3620-EHIMZ
0,3620-MWJNE
1,3621-CEOVK
0,3621-CHYVB
0,3623-FQBOX
1,3627-FCRDW
1,3627-FHKBK
0,3629-ZNKXA
0,3633-CDBUW
0,3635-QQRQD
0,3638-DIMPH
0,3638-VBZTA
0,3640-JQGJG
1,3640-PHQXK
0,3642-BYHDO
1,3643-AHCFP
0,3644-QXEHN
0,3645-DEYGF
1,3647-GMGDH
0,3653-NCRDJ
0,3654-ARMGP
0,3655-SNQYZ
1,3656-TKRVZ
0,3657-COGMW
1,3658-KIBGF
0,3658-QQJYD
1,3663-MITLP
0,3665-JATSN
1,3669-LVWZB
1,3669-OYSJI
0,3669-WHAFY
1,3671-SHRSP
1,3672-YITQD
0,3675-EQOZA
1,3677-IYRBF
1,3677-TNKIO
0,3679-XASPY
1,3683-QKIUE
1,3685-YLCMQ
0,3692-JHONH
0,3694-DELSO
0,3694-GLTJM
0,3696-DFHHB
0,3696-XRIEN
0,3701-SFMUH
0,3703-KBKZP
0,3703-TTEPD
1,3703-VAVCL
0,3704-IEAXF
1,3705-PSNGL
1,3707-GNWHM
0,3709-OIJEA
0,3712-PKXZA
1,3714-JTVOV
0,3714-NTNFO
0,3714-XPXBW
1,3716-BDVDB
0,3716-LRGXK
0,3716-UVSPD
0,3717-FDJFU
0,3717-LNXKW
0,3717-OEAUQ
0,3717-OFRTN
0,3719-TDVQB
0,3720-DBRWL
1,3721-CNEYS
0,3721-CNZHX
0,3721-WKIIL
0,3723-BFBGR
0,3724-BSCVH
0,3724-UCSHY
0,3727-JEZTU
0,3727-OVPRY
0,3727-OWVYD
0,3733-LSYCE
0,3733-ZEECP
0,3736-BLEPA
1,3737-GCSPV
0,3737-XBQDD
0,3739-YBWAB
0,3740-RLMVT
0,3744-ZBHON
1,3744-ZRRDZ
0,3745-HRPHI
1,3746-EUBYR
0,3748-FVMZZ
1,3750-CKVKH
0,3750-RNQKR
1,3751-KTZEL
0,3752-CQSJI
1,3753-TSEMP
1,3754-DXMRT
0,3756-VNWDH
1,3757-NJYBX
0,3758-CKOQL
0,3761-FLYZI
0,3764-MNMOI
0,3766-EJLFL
1,3768-NLUBH
0,3768-VHXQO
0,3769-MHZNV
0,3771-PZOBW
0,3774-VBNXY
0,3777-XROBG
0,3780-DDGSE
0,3780-YVMFA
0,3785-KTYSH
0,3785-NRHYR
0,3786-WOVKF
0,3787-TRIAL
1,3791-LGQCY
1,3793-MMFUH
0,3795-CAWEX
0,3795-GWTRD
0,3796-ENZGF
0,3797-FKOGQ
1,3797-VTIDR
0,3798-EPWRR
0,3800-LYTRK
1,3801-HMYNL
1,3803-KMQFW
1,3804-RVTGV
1,3806-DXQOM
0,3806-YAZOV
0,3807-BPOMJ
0,3807-XHCJH
0,3808-HFKDE
0,3810-DVDQQ
0,3810-PJUHR
1,3811-VBYBZ
0,3812-LRZIR
1,3815-SLMEF
0,3823-KYNQY
0,3824-RHKVR
0,3831-YCPUO
1,3834-XUIFC
0,3836-FZSDJ
1,3838-OZURD
0,3841-CONLJ
1,3842-IYKUE
0,3845-FXCYS
0,3845-JHAMY
0,3847-BAERP
0,3850-OKINF
0,3853-LYGAM
1,3858-VOBET
1,3859-CVCET
1,3863-IUBJR
0,3863-QSTYI
0,3865-QBWSJ
0,3865-ZFZIB
1,3870-MQAMG
0,3870-SPZSI
1,3871-IKPYH
0,3873-NFTGI
0,3873-WOSBC
1,3874-EQOEP
0,3878-AVSOQ
0,3882-IYOIJ
0,3884-UEBXB
1,3886-CERTZ
0,3887-PBQAO
0,3889-VWBID
0,3891-NLXJB
1,3891-PUQOD
0,3892-NXAZG
0,3893-JRNFS
0,3896-ZVNET
0,3898-BSJYF
0,3898-GUYTS
1,3902-FOIGH
0,3902-MIVLE
1,3908-BLSYF
0,3908-MKIMJ
0,3911-RSNHI
0,3913-FCUUW
0,3913-RDSJZ
0,3914-FDRHP
0,3915-ODIYG
0,3916-NRPAP
0,3920-HIHMQ
1,3926-CUQZX
0,3926-YZVVX
0,3932-IJWDZ
0,3933-DQPWX
1,3934-HXCFZ
0,3935-TBRZZ
0,3936-QQFLL
0,3941-XTSKM
1,3943-KDREE
1,3945-GFWQL
1,3946-MHCZW
0,3948-FVVRP
0,3948-KXDUF
1,3948-XHGNA
0,3950-VPYJB
0,3951-NJCVI
0,3955-JBZZM
0,3956-CJUST
0,3956-MGXOG
0,3957-HHLMR
1,3957-LXOLK
0,3957-SQXML
0,3961-SXAXY
0,3963-RYFNS
0,3966-HRMZA
0,3967-KXAPS
0,3967-VQOGC
0,3969-GYXEL
0,3970-XGJDU
0,3973-SKMLN
1,3976-BWUCK
0,3976-HXHCE
0,3977-QCRSL
0,3978-YNKDD
0,3981-QSVQI
0,3982-DQLUS
0,3982-JGSFD
1,3982-XWFZQ
0,3985-HOYPM
0,3987-KQDDU
1,3990-QYKBE
0,3996-ZNWYK
1,3999-QGRJH
0,3999-WRNGR
0,4000-VGMQP
0,4001-TSBTV
0,4003-FUSHP
0,4003-OCTMP
0,4006-HKYHO
1,4009-ALQFH
0,4010-YLMVT
0,4011-ARPHK
0,4012-YCFAI
0,4012-ZTHBR
1,4013-UBXWQ
0,4018-KJYUY
0,4018-PPNDW
0,4020-KIUDI
1,4021-RQSNY
0,4023-RTIQM
0,4024-CSNBY
0,4026-SKKHW
0,4029-HPFVY
1,4030-VPZBD
1,4039-HEUNW
0,4039-PIMHX
0,4043-MKDTV
0,4049-ZPALD
0,4056-QHXHZ
0,4057-FKCZK
0,4059-IIEBK
0,4060-LDNLU
0,4061-UKJWL
0,4063-EIKNQ
0,4065-JJAVA
0,4070-OKWVH
0,4072-IPYLT
1,4074-SJFFA
0,4075-WKNIU
1,4077-CROMM
0,4077-HWUYD
0,4079-ULGFR
0,4079-VTGLK
1,4080-OGPJL
1,4081-DYXAV
0,4083-BFNYK
1,4083-EUGRJ
0,4086-ATNFV
0,4086-WITJG
1,4086-YQSNZ
1,4088-YLDSU
0,4092-OFQZS
1,4094-NSEDU
0,4098-NAUKP
0,4102-HLENU
1,4102-OQUPX
0,4104-PVRPS
0,4109-CYRBD
1,4110-PFEUZ
0,4111-BNXIF
1,4112-LUEIZ
0,4114-QMKVN
0,4115-UMJFQ
0,4116-IQRFR
0,4119-ZYPZY
0,4123-DVHPH
0,4128-ETESU
0,4129-LYCOI
0,4130-MZLCC
0,4132-KALRO
0,4132-POCZS
0,4134-BSXLX
0,4135-FRWKJ
0,4137-BTIKL
0,4137-JOPHL
0,4138-NAXED
0,4139-DETXS
0,4139-JPIAM
1,4139-SUGLD
1,4140-MUHUG
1,4140-WJAWW
1,4143-HHPMK
1,4145-UQXUQ
1,4154-AQUGT
0,4159-NAAIX
1,4160-AMJTL
0,4163-NCJAK
1,4174-LPGTI
0,4176-RELJR
0,4177-JPDFU
0,4182-BGSIQ
1,4183-WCSEP
0,4184-VODJZ
1,4187-CINZD
0,4188-FRABG
0,4188-PCPIG
0,4189-NAKJS
1,4192-GORJT
1,4193-ORFCL
0,4194-FJARJ
0,4194-WHFCB
0,4195-NZGTA
1,4195-SMMNX
0,4198-VFOEA
0,4199-QHJNM
1,4201-JMNGR
1,4208-UFFGW
1,4210-QFJMF
1,4211-MMAZN
0,4213-HKBJO
0,4220-TINQT
0,4223-WOZCM
0,4227-OJHAL
1,4228-ZGYUW
0,4232-JGKIY
0,4234-XTNEA
0,4236-UJPWO
1,4236-XPXAV
0,4237-CLSMM
1,4237-RLAQD
1,4248-HCETZ
1,4250-FDVOU
0,4250-WAROZ
0,4254-QPEDE
1,4255-DDUOU
0,4256-ZWTZI
0,4257-GAESD
0,4273-MBHYA
0,4274-DRSQT
1,4274-OWWYO
0,4277-BWBML
1,4277-PVRAN
0,4277-UDIEF
0,4280-DLSHD
0,4282-ACRXS
0,4282-MSACW
1,4282-YMKNA
1,4283-FUTGF
0,4283-IVYCI
1,4285-GYRQC
1,4289-DTDKW
1,4290-BSXUX
0,4291-HPAXL
0,4291-HYEBC
0,4291-SHSBH
0,4291-TPNFG
0,4291-YZODP
0,4293-ETKAP
0,4295-YURET
0,4298-OYIFC
0,4299-OPXEJ
0,4299-SIMNS
0,4301-VVZKA
0,4302-ZYFEL
0,4304-XUMGI
1,4307-KTUMW
0,4307-KWMXE
0,4310-KEDTB
0,4312-GVYNH
0,4312-KFRXN
1,4315-MURBD
0,4316-XCSLJ
1,4317-VTEOA
0,4318-RAJVY
0,4320-QMLLA
0,4323-ELYYB
0,4323-OHFOW
1,4323-SADQS
0,4324-AHJKS
0,4324-BZCKL
1,4325-NFSKC
0,4328-VUFWD
0,4329-YPDDQ
0,4332-MUOEZ
0,4335-UPJSI
1,4342-HENTK
0,4343-EJVQB
1,4349-GFQHK
0,4355-CVPVS
1,4355-HBJHH
0,4359-INNWN
0,4360-PNRQB
0,4360-QRAVE
1,4361-BKAXE
0,4361-FEBGN
0,4365-MSDYN
0,4366-CTOUZ
0,4367-NHWMM
0,4367-NUYAO
0,4369-NYSCF
1,4373-MAVJG
0,4373-VVHQL
0,4376-KFVRS
0,4377-VDHYI
0,4378-BZYFP
0,4378-MYPGO
1,4385-GZQXV
0,4385-ZKVNW
0,4389-UEFCZ
1,4390-KYULV
1,4391-RESHN
0,4393-OBCRR
0,4393-RYCRE
0,4397-FRLTA
1,4398-HSCJH
0,4402-FTBXC
0,4403-BWPAY
1,4404-HIBDJ
1,4412-YLTKF
1,4415-IJZTP
0,4415-WNGVR
0,4418-LZMSV
0,4419-UJMUS
0,4422-QVIJA
0,4423-JWZJN
1,4423-YLHDV
1,4424-TKOPW
0,4425-OWHWB
0,4429-WYGFR
1,4430-UZIPO
0,4430-YHXGG
1,4433-JCGCG
1,4439-JMPMT
0,4439-YRNVD
0,4443-EMBNA
0,4445-ZJNMU
1,4446-BZKHU
0,4450-DLLMH
0,4450-MDZFX
0,4450-YOOHP
0,4451-RWASJ
0,4452-QIIEB
0,4452-ROHMO
0,4455-BFSPD
0,4458-KVRBJ
0,4459-BBGHE
0,4462-CYWMH
1,4464-JCOLN
0,4465-VDKIQ
1,4471-KXAUH
0,4472-LVYGI
0,4472-VESGY
0,4475-NVTLU
0,4476-OSWTN
0,4480-MBMLB
0,4482-EWFMI
0,4482-FTFFX
1,4484-CGXFK
1,4484-GLZOU
0,4486-EFAEB
1,4488-PSYCG
1,4489-SNOJF
0,4500-HKANN
1,4501-EQDRN
0,4501-UYKBC
0,4501-VCPFK
1,4503-BDXBD
0,4504-YOULA
1,4505-EXZHB
0,4508-OEBEY
