Count,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,City,Zip Code,Latitude,Longitude,Referred a Friend,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,CLTV,Partner,Tenure,Monthly Charges,Country_United States,State_California,Quarter_Q3,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Internet Type_Cable,Internet Type_DSL,Internet Type_Fiber Optic,Contract_Month-to-Month,Contract_One Year,Contract_Two Year,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check,Device Protection_No,Device Protection_No internet service,Device Protection_Yes,Tech Support_No,Tech Support_No internet service,Tech Support_Yes,Lat,Long,SeniorCitizen_Dependents,Tenure_Age_Ratio,AvgMonthlyGB_StreamServices,MonthlyCharge_TotalCharges_Ratio,AvgMonthlyGB_Tenure,Total_Services_Used,Streaming_Services_Count,Internet_Phone_Bundle,Tenure_in_Years,Digital_Payments,Traditional_Payments,Monthly_Charges_Scaled,Revenue_Cluster_Low,Revenue_Cluster_Medium,Revenue_Cluster_High,Refund_to_Charges_Ratio,Extra_Data_Usage_Cost_Proportion,Lifetime_Value_per_Month,Monthly_Charges_18.25-35.5,Monthly_Charges_35.51-70.35,Monthly_Charges_70.36-89.85,Monthly_Charges_89.86-118.75,Lifetime_Value_43-85.918,Lifetime_Value_85.919-137.263,Lifetime_Value_137.264-460.95,Lifetime_Value_460.951-5996,Customer ID
1,1,63,0,0,0,0,0,590,95955,39.281194,-122.226568,0,0,18,1,4.38,1,1,20,0,0,0,0,0,0,0,1,0,74.15,1387.0,0.0,0,78.84,1465.84,5,2643,0,18,74.15,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,39.281194,-122.226568,0,0.2857142857142857,0,0.0534607065609228,360,2,0,1,1.5,1,0,889,0,1,0,0.0,0.0,146,0,0,1,0,0,0,1,0,3094-JOJAI
1,1,42,0,0,1,0,0,56,93306,35.449881,-118.841442,1,1,18,1,34.17,1,1,16,0,0,0,0,1,1,1,1,1,94.75,1691.9,0.0,0,615.0600000000001,2306.96,4,4477,1,18,94.75,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,35.449881,-118.841442,0,0.4285714285714285,48,0.0560021277853301,288,6,3,1,1.5,1,0,1137,0,1,0,0.0,0.0,248,0,0,0,1,0,0,1,0,3096-GKWEB
1,0,32,0,0,0,0,0,545,90717,33.794209,-118.317354,0,0,12,1,42.55,0,1,18,0,0,0,0,0,1,1,1,0,78.1,947.3,0.0,0,510.6,1457.9,3,4741,0,12,78.1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,33.794209,-118.317354,0,0.375,36,0.0824448432386783,216,4,2,1,1.0,1,0,937,0,1,0,0.0,0.0,395,0,0,1,0,0,0,1,0,3096-IZETN
1,0,73,0,1,1,0,0,316,92028,33.362575,-117.299644,1,5,27,1,10.19,1,1,27,1,0,0,1,1,1,0,1,1,104.3,2867.75,0.0,0,275.13,3142.88,1,3444,1,27,104.3,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,33.362575,-117.299644,0,0.3698630136986301,54,0.0363699764623834,729,7,2,1,2.25,1,0,1251,0,1,0,0.0,0.0,127,0,0,0,1,0,1,0,0,3096-JRDSO
1,0,60,0,0,1,1,1,1035,90291,33.991782,-118.479229,1,5,61,1,18.26,1,1,19,1,1,1,0,0,1,1,0,1,100.7,6018.65,0.0,90,1113.86,7222.51,3,4804,1,61,100.7,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,33.991782,-118.479229,0,1.0166666666666666,38,0.0167313267925531,1159,6,2,1,5.083333333333333,1,0,1208,0,0,1,0.0,0.0149535194769591,78,0,0,0,1,1,0,0,0,3096-WPXBT
1,0,25,1,0,1,0,0,242,94506,37.791481,-121.903253,1,1,65,1,27.69,1,1,52,0,1,1,1,1,1,1,1,1,107.65,7082.85,0.0,0,1799.85,8882.7,5,4193,1,65,107.65,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,37.791481,-121.903253,0,2.6,156,0.0151986841455063,3380,8,3,1,5.416666666666667,1,0,1291,0,0,1,0.0,0.0,64,0,0,0,1,1,0,0,0,3096-YXENJ
1,1,51,0,0,1,1,2,554,90012,34.065875,-118.238728,1,10,19,1,9.47,1,1,13,0,0,0,0,0,0,0,0,0,50.1,910.45,0.0,120,179.93,1210.38,5,5749,1,19,50.1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,34.065875,-118.238728,0,0.3725490196078431,0,0.0550277335383601,247,1,0,1,1.5833333333333333,1,0,601,0,1,0,0.0,0.1318029545828985,302,0,1,0,0,0,0,1,0,3097-IDVPU
1,1,73,0,1,1,0,0,863,95139,37.218705,-121.762429,1,3,2,1,4.19,1,1,11,0,0,0,0,1,0,0,0,1,86.85,156.35,0.0,40,8.38,204.73,1,5204,1,2,86.85,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,37.218705,-121.762429,0,0.0273972602739726,11,0.5554844899264471,22,3,1,1,0.1666666666666666,1,0,1042,1,0,0,0.0,0.255836264790534,2602,0,0,1,0,0,0,0,1,3097-NQYSN
1,0,30,0,0,1,1,2,658,93254,34.956577,-119.750142,1,1,4,1,28.55,0,0,0,0,0,0,0,0,0,0,0,1,19.95,82.9,0.0,0,114.2,197.1,4,2951,1,4,19.95,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,34.956577,-119.750142,0,0.1333333333333333,0,0.2406513872135102,0,2,0,0,0.3333333333333333,1,0,239,1,0,0,0.0,0.0,737,1,0,0,0,0,0,0,1,3097-PYWXL
1,1,34,0,0,1,1,1,233,94525,38.049292,-122.228415,1,6,25,1,37.97,0,1,22,1,0,0,1,0,0,0,1,0,54.3,1296.8,0.0,0,949.25,2246.05,4,3971,1,25,54.3,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,38.049292,-122.228415,0,0.7352941176470589,0,0.0418723010487353,550,4,0,1,2.0833333333333335,1,0,651,0,1,0,0.0,0.0,158,0,1,0,0,0,0,1,0,3099-OONVS
1,1,21,1,0,1,0,0,940,93665,36.959731,-120.653519,1,1,60,1,33.25,0,1,52,0,1,1,0,1,0,1,1,0,90.95,5453.4,0.0,0,1995.0,7448.4,3,4111,1,60,90.95,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,36.959731,-120.653519,0,2.857142857142857,104,0.0166776689771518,3120,5,2,1,5.0,1,0,1091,0,0,1,0.0,0.0,68,0,0,0,1,1,0,0,0,3104-OWCGK
1,0,32,0,0,1,0,0,331,92337,34.049671,-117.468896,0,0,8,1,26.41,1,1,16,0,0,0,0,0,1,1,1,1,85.2,627.4,0.0,0,211.28,838.68,1,2887,1,8,85.2,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,34.049671,-117.468896,0,0.25,32,0.1357985336308575,128,5,2,1,0.6666666666666666,1,0,1022,0,1,0,0.0,0.0,360,0,0,1,0,0,0,1,0,3106-ULWFW
1,1,24,1,0,0,0,0,960,93267,36.141319,-119.129075,0,0,5,1,41.29,0,1,51,1,0,1,0,0,0,0,1,1,55.8,274.35,0.0,0,206.45,480.8,3,2612,0,5,55.8,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,36.141319,-119.129075,0,0.2083333333333333,0,0.2033898305084745,255,5,0,1,0.4166666666666667,1,0,669,1,0,0,0.0,0.0,522,0,1,0,0,0,0,0,1,3113-IWHLC
1,1,24,1,0,0,0,0,445,93526,36.869584,-118.189241,0,0,10,1,13.16,0,0,0,0,0,0,0,0,0,0,0,0,20.25,202.5,0.0,0,131.6,334.1,4,5504,0,0,20.25,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,36.869584,-118.189241,0,0.4166666666666667,0,0.1,0,1,0,0,0.8333333333333334,1,0,243,1,0,0,0.0,0.0,550,1,0,0,0,0,0,0,1,3115-CZMZD
1,0,41,0,0,1,0,0,138,96124,39.672813,-120.456699,1,8,68,1,17.12,1,0,0,0,0,0,0,0,0,0,0,0,25.8,1911.5,0.0,0,1164.16,3075.66,4,4747,1,68,25.8,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,39.672813,-120.456699,0,1.6585365853658536,0,0.0134972534658645,0,1,0,0,5.666666666666667,1,0,309,0,1,0,0.0,0.0,69,1,0,0,0,1,0,0,0,3118-UHVVQ
1,1,24,1,0,0,0,0,830,95765,38.823278,-121.281856,0,0,22,1,23.03,0,0,0,0,0,0,0,0,0,0,0,0,20.3,467.15,0.0,0,506.66,973.81,4,2768,0,22,20.3,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,38.823278,-121.281856,0,0.9166666666666666,0,0.0434549930429198,0,1,0,0,1.8333333333333333,1,0,243,0,1,0,0.0,0.0,125,1,0,0,0,0,1,0,0,3125-RAHBV
1,0,19,1,0,1,0,0,1098,92887,33.884073,-117.732197,1,6,49,1,28.42,1,1,41,0,0,0,0,0,0,1,0,1,52.15,2583.75,0.0,50,1392.5800000000002,4026.33,4,5224,1,49,52.15,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,33.884073,-117.732197,0,2.5789473684210527,41,0.0201838413159167,2009,3,1,1,4.083333333333333,1,0,625,0,1,0,0.0,0.019351717464925,106,0,1,0,0,0,1,0,0,3126-WQMGH
1,0,29,1,0,1,1,2,333,95941,39.531028,-121.24807,1,6,51,1,2.53,0,1,71,1,1,0,0,0,0,0,1,1,79.15,4018.55,0.0,0,129.03,4147.58,3,6321,1,51,79.15,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,39.531028,-121.24807,0,1.7586206896551724,0,0.0196961590623483,3621,4,0,1,4.25,1,0,949,0,0,1,0.0,0.0,123,0,0,1,0,0,1,0,0,3128-YOVTD
1,0,50,0,0,1,1,2,1003,92679,33.631119,-117.567346,1,4,19,1,38.43,1,0,0,0,0,0,0,0,0,0,0,0,25.6,485.9,0.0,0,730.17,1216.07,3,5038,1,19,25.6,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,33.631119,-117.567346,0,0.38,0,0.0526857378061329,0,1,0,0,1.5833333333333333,1,0,307,0,1,0,0.0,0.0,265,1,0,0,0,0,0,1,0,3129-AAQOU
1,0,56,0,0,0,1,1,417,94547,37.991259,-122.214945,0,0,2,1,5.3,1,1,11,1,0,0,0,0,0,0,1,0,80.55,188.1,0.0,0,10.6,198.7,4,5346,0,2,80.55,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,37.991259,-122.214945,0,0.0357142857142857,0,0.4282296650717703,22,3,0,1,0.1666666666666666,1,0,966,1,0,0,0.0,0.0,2673,0,0,1,0,0,0,0,1,3130-ICDUP
1,1,70,0,1,1,0,0,368,91202,34.167926,-118.267539,1,1,57,0,0.0,0,1,3,0,0,0,0,1,1,1,1,1,44.85,2572.95,12.07,0,0.0,2560.8799999999997,2,5172,1,57,44.85,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,34.167926,-118.267539,0,0.8142857142857143,9,0.0174313531160729,171,5,3,0,4.75,1,0,538,0,1,0,0.0046911133135117,0.0,90,0,1,0,0,0,1,0,0,3132-TVFDZ
1,1,25,1,0,1,1,3,69,94002,37.509366,-122.306132,1,1,72,1,20.79,1,1,59,1,1,0,1,0,1,1,1,1,97.75,6991.6,0.0,0,1496.88,8488.48,3,4054,1,72,97.75,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,37.509366,-122.306132,0,2.88,118,0.0139810629898735,4248,7,2,1,6.0,1,0,1173,0,0,1,0.0,0.0,56,0,0,0,1,1,0,0,0,3133-PZNSR
1,0,58,0,0,0,0,0,1104,92284,34.159534,-116.425984,0,0,4,1,1.1,1,1,19,0,0,0,1,1,0,0,1,1,64.4,253.0,0.0,0,4.4,257.4,4,3334,0,4,64.4,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,34.159534,-116.425984,0,0.0689655172413793,19,0.2545454545454546,76,5,1,1,0.3333333333333333,1,0,772,1,0,0,0.0,0.0,833,0,1,0,0,0,0,0,1,3137-LUPIX
1,1,61,0,0,0,0,0,470,93630,36.727418,-120.123526,0,0,6,1,11.97,0,1,27,0,1,0,0,1,0,0,1,1,85.35,489.45,0.0,0,71.82000000000001,561.27,3,4694,0,6,85.35,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,36.727418,-120.123526,0,0.0983606557377049,27,0.1743794054551026,162,4,1,1,0.5,1,0,1024,0,1,0,0.0,0.0,782,0,0,1,0,0,0,0,1,3138-BKYAV
1,1,21,1,0,0,0,0,290,91732,34.074492,-118.01462,0,0,56,1,25.41,1,1,51,0,1,0,1,0,1,1,1,1,94.45,5124.6,0.0,0,1422.96,6547.56,3,4830,0,56,94.45,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,34.074492,-118.01462,0,2.6666666666666665,102,0.0184307067868711,2856,6,2,1,4.666666666666667,1,0,1133,0,0,1,0.0,0.0,86,0,0,0,1,0,1,0,0,3143-ILDAL
1,0,52,0,0,1,0,0,854,92126,32.886925,-117.152162,1,1,13,1,17.83,0,1,10,0,0,0,0,1,1,1,1,0,88.35,1222.8,0.0,0,231.78999999999996,1454.59,2,3740,1,13,88.35,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,32.886925,-117.152162,0,0.25,30,0.072252208047105,130,5,3,1,1.0833333333333333,1,0,1060,0,1,0,0.0,0.0,287,0,0,1,0,0,0,1,0,3143-JQEGI
1,0,59,0,0,1,0,0,130,92231,32.690654,-115.431225,1,1,6,1,6.94,0,1,28,0,0,0,1,0,0,0,1,1,49.15,270.8,0.0,0,41.64,312.44,1,5271,1,6,49.15,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,32.690654,-115.431225,0,0.1016949152542373,0,0.1814992614475627,168,4,0,1,0.5,1,0,589,1,0,0,0.0,0.0,878,0,1,0,0,0,0,0,1,3144-AUDBS
1,1,23,1,0,1,0,0,851,94066,37.624436,-122.430661,1,3,10,1,39.35,0,0,0,0,0,0,0,0,0,0,0,0,19.6,189.45,0.0,0,393.5,582.95,5,3778,1,10,19.6,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,37.624436,-122.430661,0,0.4347826086956521,0,0.1034573766165215,0,1,0,0,0.8333333333333334,1,0,235,1,0,0,0.0,0.0,377,1,0,0,0,0,0,1,0,3146-JTQHR
1,0,23,1,0,1,0,0,840,95837,38.691607,-121.602284,1,10,69,1,45.12,1,0,0,0,0,0,0,0,0,0,0,1,24.95,1718.35,0.0,0,3113.2799999999997,4831.629999999999,3,4106,1,69,24.95,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,38.691607,-121.602284,0,3.0,0,0.0145197427765007,0,2,0,0,5.75,1,0,299,0,1,0,0.0,0.0,59,1,0,0,0,1,0,0,0,3148-AOIQT
1,1,57,0,0,1,1,1,622,95351,37.621458,-121.012295,1,3,47,1,38.25,0,1,20,1,0,1,0,0,1,1,1,0,90.05,4137.2,0.0,0,1797.75,5934.95,4,3291,1,47,90.05,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,37.621458,-121.012295,0,0.8245614035087719,40,0.0217659286473943,940,6,2,1,3.9166666666666665,1,0,1080,0,0,1,0.0,0.0,70,0,0,0,1,1,0,0,0,3154-CFSZG
1,1,28,1,0,1,0,0,1085,95694,38.578604,-122.024579,1,9,60,1,31.29,0,0,0,0,0,0,0,0,0,0,0,1,20.5,1198.8,0.0,0,1877.4,3076.2,5,5848,1,60,20.5,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,38.578604,-122.024579,0,2.142857142857143,0,0.0171004337671004,0,2,0,0,5.0,1,0,246,0,1,0,0.0,0.0,97,1,0,0,0,0,1,0,0,3154-HMWUU
1,1,58,0,0,0,1,1,863,95136,37.270938,-121.851046,0,0,2,1,21.18,0,0,0,0,0,0,0,0,0,0,0,0,19.25,48.35,0.0,0,42.36,90.71,3,4725,0,2,19.25,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,37.270938,-121.851046,0,0.0344827586206896,0,0.3981385729058945,0,1,0,0,0.1666666666666666,1,0,231,1,0,0,0.0,0.0,2362,1,0,0,0,0,0,0,1,3156-QLHBO
1,0,57,0,0,0,0,0,410,94545,37.62984,-122.120843,0,0,2,1,48.34,1,1,28,0,0,0,0,1,1,1,1,1,96.0,174.8,0.0,0,96.68,271.48,2,3391,0,2,96.0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,37.62984,-122.120843,0,0.0350877192982456,84,0.5491990846681922,56,6,3,1,0.1666666666666666,1,0,1152,1,0,0,0.0,0.0,1695,0,0,0,1,0,0,0,1,3158-MOERK
1,1,37,0,0,0,0,0,724,93552,34.557711,-118.029441,0,0,53,0,0.0,0,1,24,1,1,0,0,0,1,1,1,1,46.3,2546.85,0.0,0,0.0,2546.85,3,6245,0,53,46.3,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,34.557711,-118.029441,0,1.4324324324324325,48,0.0181793195516029,1272,5,2,0,4.416666666666667,1,0,555,0,1,0,0.0,0.0,117,0,1,0,0,0,1,0,0,3160-TYXLT
1,1,35,0,0,1,0,0,440,95547,40.557314,-124.081662,1,4,60,1,43.57,0,1,30,1,1,1,1,0,0,0,1,1,65.85,3928.3,0.0,0,2614.2,6542.5,3,4053,1,60,65.85,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,40.557314,-124.081662,0,1.7142857142857142,0,0.0167629763510933,1800,6,0,1,5.0,1,0,790,0,0,1,0.0,0.0,67,0,1,0,0,1,0,0,0,3161-ONRWK
1,0,75,0,1,0,0,0,191,95610,38.69508,-121.271616,0,0,55,1,29.6,1,1,3,0,0,1,0,1,1,0,1,1,100.15,5409.75,0.0,0,1628.0,7037.75,4,5182,0,55,100.15,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,38.69508,-121.271616,0,0.7333333333333333,6,0.018512870280512,165,6,2,1,4.583333333333333,1,0,1201,0,0,1,0.0,0.0,94,0,0,0,1,0,1,0,0,3162-KKZXO
1,1,25,1,0,1,1,2,611,96061,40.331975,-121.460674,1,5,53,1,24.33,0,1,52,0,1,0,1,1,0,0,1,1,92.55,4779.45,0.0,0,1289.49,6068.94,3,4700,1,53,92.55,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,40.331975,-121.460674,0,2.12,52,0.0193641527790854,2756,5,1,1,4.416666666666667,1,0,1110,0,0,1,0.0,0.0,88,0,0,0,1,0,1,0,0,3162-ZJZFU
1,1,39,0,0,0,0,0,387,95635,38.921333,-120.897718,0,0,5,1,45.25,0,1,22,0,0,1,0,1,1,1,0,1,70.0,347.4,0.0,10,226.25,583.65,2,2673,0,5,70.0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,38.921333,-120.897718,0,0.1282051282051282,66,0.2014968336211859,110,6,3,1,0.4166666666666667,1,0,840,1,0,0,0.0,0.0287852619458837,534,0,1,0,0,0,0,0,1,3164-AALRN
1,1,56,0,0,0,0,0,225,95311,37.722127,-120.110174,0,0,57,0,0.0,0,1,30,1,0,1,0,1,1,1,1,1,53.75,3196.0,0.0,0,0.0,3196.0,4,5594,0,57,53.75,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,37.722127,-120.110174,0,1.0178571428571428,90,0.0168178973717146,1710,7,3,0,4.75,1,0,645,0,1,0,0.0,0.0,98,0,1,0,0,0,1,0,0,3164-YAXFY
1,1,47,0,0,1,0,0,842,95368,37.713152,-121.08739,1,1,1,1,14.9,0,1,6,0,0,0,0,0,0,0,1,1,45.85,45.85,0.0,0,14.9,60.75,2,3706,1,1,45.85,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,37.713152,-121.08739,0,0.0212765957446808,0,1.0,6,3,0,1,0.0833333333333333,1,0,550,1,0,0,0.0,0.0,3706,0,1,0,0,0,0,0,1,3165-HDOEW
1,1,71,0,1,1,1,1,756,91962,32.800671,-116.483363,1,9,38,1,28.3,1,1,27,0,1,0,0,1,1,0,1,0,101.15,3741.85,0.0,0,1075.4,4817.25,5,4036,1,38,101.15,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,32.800671,-116.483363,1,0.5352112676056338,54,0.0270320830605181,1026,4,2,1,3.1666666666666665,1,0,1213,0,1,0,0.0,0.0,106,0,0,0,1,0,1,0,0,3167-SNQPL
1,0,30,0,0,0,0,0,1037,95385,37.609095,-121.263381,0,0,60,1,22.88,0,1,48,1,0,1,1,1,1,1,1,1,104.95,6236.75,0.0,0,1372.8,7609.55,4,5926,0,60,104.95,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,37.609095,-121.263381,0,2.0,144,0.016827674670301,2880,9,3,1,5.0,1,0,1259,0,0,1,0.0,0.0,98,0,0,0,1,0,1,0,0,3170-GWYKC
1,0,37,0,0,1,0,0,212,90222,33.912246,-118.236773,1,5,50,1,26.95,0,0,0,0,0,0,0,0,0,0,0,0,20.15,930.9,0.0,0,1347.5,2278.4,4,5849,1,50,20.15,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,33.912246,-118.236773,0,1.351351351351351,0,0.0216457191964765,0,1,0,0,4.166666666666667,1,0,241,0,1,0,0.0,0.0,116,1,0,0,0,0,1,0,0,3170-NMYVV
1,0,51,0,0,1,1,3,664,92663,33.62251,-117.927024,1,1,9,1,23.36,1,1,22,0,1,0,0,0,0,0,1,1,55.3,501.2,0.0,0,210.24,711.44,5,4291,1,9,55.3,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,33.62251,-117.927024,0,0.1764705882352941,0,0.1103351955307262,198,3,0,1,0.75,1,0,663,0,1,0,0.0,0.0,476,0,1,0,0,0,0,0,1,3173-NVMPX
1,0,22,1,0,1,1,2,148,91304,34.224377,-118.632656,1,5,71,1,22.36,0,0,0,0,0,0,0,0,0,0,0,0,19.7,1415.85,0.0,0,1587.56,3003.41,3,5921,1,71,19.7,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,34.224377,-118.632656,0,3.227272727272727,0,0.0139139033089663,0,1,0,0,5.916666666666667,1,0,236,0,1,0,0.0,0.0,83,1,0,0,0,1,0,0,0,3173-WSSUE
1,0,61,0,0,1,0,0,435,93628,36.807595,-118.901544,1,1,46,1,37.02,0,1,6,0,1,0,1,1,0,0,1,1,64.2,3009.5,0.0,0,1702.92,4712.42,4,4699,1,46,64.2,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,36.807595,-118.901544,0,0.7540983606557377,6,0.0213324472503738,276,5,1,1,3.8333333333333335,1,0,770,0,1,0,0.0,0.0,102,0,1,0,0,0,1,0,0,3174-AKMAS
1,1,24,1,0,1,1,3,368,91201,34.17051,-118.289463,1,8,35,1,48.3,1,1,73,0,1,1,1,1,1,1,1,1,109.95,3782.4,31.9,0,1690.5,5441.0,3,5721,1,35,109.95,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,34.17051,-118.289463,0,1.4583333333333333,219,0.0290688451776649,2555,8,3,1,2.9166666666666665,1,0,1319,0,1,0,0.008433798646362,0.0,163,0,0,0,1,0,0,1,0,3174-RKMOW
1,0,43,0,0,0,0,0,1066,92281,33.03679,-115.60503,0,0,1,1,40.4,0,1,13,0,0,0,0,0,0,0,0,0,71.35,71.35,0.0,0,40.4,111.75,3,2619,0,1,71.35,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,33.03679,-115.60503,0,0.0232558139534883,0,1.0,13,1,0,1,0.0833333333333333,1,0,856,1,0,0,0.0,0.0,2619,0,0,1,0,0,0,0,1,3177-LASXD
1,0,34,0,0,0,0,0,21,95601,38.431407,-120.8421,0,0,23,1,10.41,0,0,0,0,0,0,0,0,0,0,0,1,19.65,478.1,0.0,0,239.43,717.53,3,5916,0,23,19.65,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,38.431407,-120.8421,0,0.6764705882352942,0,0.041100188245137,0,2,0,0,1.9166666666666667,1,0,235,0,1,0,0.0,0.0,257,1,0,0,0,0,0,1,0,3178-CIFOT
1,0,45,0,0,0,0,0,197,95227,38.227285,-121.02789,0,0,1,1,20.23,1,1,17,0,1,0,0,1,1,1,1,1,100.25,100.25,0.0,0,20.23,120.48,1,5797,0,1,100.25,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,38.227285,-121.02789,0,0.0222222222222222,51,1.0,17,6,3,1,0.0833333333333333,1,0,1203,1,0,0,0.0,0.0,5797,0,0,0,1,0,0,0,1,3178-FESZO
1,1,79,0,1,1,0,0,858,91775,34.114772,-118.089431,1,5,21,1,42.95,0,1,30,1,1,0,0,0,1,0,1,1,64.95,1339.8,0.0,0,901.95,2241.75,4,4604,1,21,64.95,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,34.114772,-118.089431,0,0.2658227848101265,30,0.0484773846842812,630,5,1,1,1.75,1,0,779,0,1,0,0.0,0.0,219,0,1,0,0,0,0,1,0,3179-GBRWV
1,1,40,0,0,1,1,1,459,95450,38.505995,-123.187019,1,2,16,1,31.99,0,0,0,0,0,0,0,0,0,0,0,0,19.75,313.4,0.0,0,511.84,825.24,4,3677,1,16,19.75,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,38.505995,-123.187019,0,0.4,0,0.0630185067007019,0,1,0,0,1.3333333333333333,1,0,237,1,0,0,0.0,0.0,229,1,0,0,0,0,0,1,0,3181-MIZBN
1,1,44,0,0,0,0,0,32,92308,34.424926,-117.184503,0,0,66,1,30.96,0,1,11,1,0,1,1,1,1,1,1,1,105.65,6844.5,0.0,0,2043.36,8887.86,4,5097,0,66,105.65,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,34.424926,-117.184503,0,1.5,33,0.0154357513331872,726,9,3,1,5.5,1,0,1267,0,0,1,0.0,0.0,77,0,0,0,1,1,0,0,0,3186-AJIEK
