Unnamed: 0_demographics,Customer ID,Count_demographics,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Unnamed: 0_location,Location ID,Count_location,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Unnamed: 0,Service ID,Count,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Unnamed: 0_status,Status ID,Count_status,Quarter_status,Satisfaction Score,Customer Status,Churn Label,Churn Value,Churn Score,CLTV,Churn Category,Churn Reason,Unnamed: 0_customerc,LoyaltyID,Senior Citizen_customerc,Partner,Dependents_customerc,Tenure,Phone Service_customerc,Multiple Lines_customerc,Internet Service_customerc,Online Security_customerc,Online Backup_customerc,Device Protection,Tech Support,Streaming TV_customerc,Streaming Movies_customerc,Contract_customerc,Paperless Billing_customerc,Payment Method_customerc,Monthly Charges,Total Charges_customerc,Churn
2998,1853-ARAAQ,1,Female,47,No,No,No,No,0,2998,MGESKW5952,1,United States,California,Cayucos,93430,"35.511833, -120.918713",35.511833,-120.918713,2998,LCLLMOVQX7825,1,Q3,No,0,26,,No,0.0,No,Yes,DSL,7,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,50.35,1277.5,0.0,0,0.0,1277.5,2998,GZEACN1692,1,Q3,5,Stayed,No,0,48,2510,,,718,981157,No,No,No,26,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.35,1277.5,No
2054,1853-UDXBW,1,Male,38,No,No,Yes,No,0,2054,DXONWA8121,1,United States,California,Samoa,95564,"40.809636, -124.189977",40.809636,-124.189977,2054,RIVOJXTDE1966,1,Q3,Yes,1,1,,Yes,38.8,No,Yes,Fiber Optic,4,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.0,70.0,0.0,0,38.8,108.8,2054,URXQYJ2831,1,Q3,2,Churned,Yes,1,85,2485,Price,Price too high,4640,272748,No,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.0,70,Yes
4706,1855-AGAWH,1,Male,27,Yes,No,Yes,No,0,4706,NNIGUG6833,1,United States,California,Bell,90201,"33.970343, -118.171368",33.970343,-118.171368,4706,KKBXMRREN7317,1,Q3,Yes,2,31,,Yes,36.69,No,Yes,Fiber Optic,52,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,93.8,2939.8,0.0,0,1137.39,4077.19,4706,YRRYLB6123,1,Q3,4,Stayed,No,0,46,2510,,,3366,592737,No,Yes,No,31,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,93.8,2939.8,No
735,1855-CFULU,1,Female,65,No,Yes,No,No,0,735,SYKMNB1833,1,United States,California,Oakland,94619,"37.787186, -122.14633",37.787186,-122.14633,735,LBZNTIPOB6181,1,Q3,No,0,4,,Yes,41.98,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.05,91.45,0.0,0,167.92,259.37,735,MVLFTL6372,1,Q3,5,Stayed,No,0,20,3460,,,2674,818265,Yes,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,91.45,No
2591,1862-QRWPE,1,Female,24,Yes,No,Yes,No,0,2591,BRTQDN4891,1,United States,California,Pacific Palisades,90272,"34.079449, -118.548306",34.079449,-118.548306,2591,PNIBUTEGE2392,1,Q3,Yes,10,48,,Yes,37.96,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.65,1057.0,0.0,0,1822.08,2879.08,2591,RIQNVQ7582,1,Q3,5,Stayed,No,0,25,4124,,,87,726466,No,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.65,1057,No
326,1862-SKORY,1,Female,66,No,Yes,Yes,No,0,326,WVYWLT9751,1,United States,California,Los Angeles,90029,"34.089953, -118.294824",34.089953,-118.294824,326,OKYJDEAUN2426,1,Q3,Yes,1,40,,No,0.0,No,Yes,Cable,3,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,39.3,1637.4,0.0,0,0.0,1637.4,326,VSPXJY3418,1,Q3,3,Churned,Yes,1,91,2296,Competitor,Competitor offered higher download speeds,4983,686397,Yes,Yes,No,40,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,39.3,1637.4,Yes
5475,1866-DIOQZ,1,Female,23,Yes,No,Yes,No,0,5475,PPRNTT3817,1,United States,California,Forestville,95436,"38.499302, -122.92444",38.499302,-122.92444,5475,YYMKQSTYS8935,1,Q3,Yes,10,71,,No,0.0,No,Yes,Cable,85,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,66.8,4689.15,0.0,0,0.0,4689.15,5475,CVVHAK7922,1,Q3,4,Stayed,No,0,42,4698,,,4565,384554,No,Yes,No,71,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),66.8,4689.15,No
3370,1866-NXPSP,1,Female,48,No,No,No,No,0,3370,NVTJKI1375,1,United States,California,Arcata,95521,"40.839958, -124.003757",40.839958,-124.003757,3370,CLHOIJDNR6167,1,Q3,No,0,36,,Yes,32.0,No,Yes,Cable,23,Yes,Yes,Yes,Yes,No,Yes,Yes,No,One Year,Yes,Credit Card,75.55,2680.15,0.0,100,1152.0,3932.15,3370,CAFCIA8784,1,Q3,4,Stayed,No,0,22,3235,,,1307,804259,No,No,No,36,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,75.55,2680.15,No
3473,1866-OBPNR,1,Male,28,Yes,No,Yes,Yes,1,3473,SPCAYN4711,1,United States,California,Sacramento,95833,"38.619049, -121.517552",38.619049,-121.517552,3473,YLSGKBIRU4864,1,Q3,Yes,5,1,,Yes,42.99,No,Yes,Fiber Optic,59,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,74.6,74.6,0.0,0,42.99,117.59,3473,SQGWLR4186,1,Q3,5,Joined,No,0,22,5494,,,1465,883051,No,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),74.6,74.6,No
245,1866-RZZQS,1,Male,77,No,Yes,No,No,0,245,QLWUOT1723,1,United States,California,Redlands,92373,"34.003243, -117.138286",34.003243,-117.138286,245,CKEPYYPFA8626,1,Q3,No,0,41,Offer B,Yes,42.06,Yes,Yes,Fiber Optic,21,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.4,4187.75,0.0,0,1724.46,5912.21,245,RSOCKT9416,1,Q3,1,Churned,Yes,1,91,2169,Competitor,Competitor had better devices,3775,924127,Yes,No,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.4,4187.75,Yes
4282,1866-ZSLJM,1,Male,31,No,No,No,No,0,4282,WWRKKZ5966,1,United States,California,Valley Ford,94972,"38.339996, -122.935056",38.339996,-122.935056,4282,ZHVXDUWDU9441,1,Q3,No,0,21,Offer D,Yes,32.89,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.5,402.85,0.0,0,690.69,1093.54,4282,RRGXJA3824,1,Q3,4,Stayed,No,0,75,5654,,,2723,748682,No,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.5,402.85,No
2128,1867-BDVFH,1,Male,35,No,No,Yes,No,0,2128,KCBCPI7516,1,United States,California,Los Angeles,90056,"33.987945, -118.370442",33.987945,-118.370442,2128,CGLOAXCZR1389,1,Q3,Yes,1,11,Offer D,Yes,9.14,Yes,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.35,834.2,0.0,0,100.54,934.74,2128,QBVJVO2213,1,Q3,2,Churned,Yes,1,80,5075,Competitor,Competitor made better offer,5003,442192,No,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,834.2,Yes
4532,1867-TJHTS,1,Female,47,No,No,No,No,0,4532,SBKBNJ1564,1,United States,California,Sacramento,95817,"38.550722, -121.457314",38.550722,-121.457314,4532,NKVQHZOUO1645,1,Q3,No,0,58,,Yes,22.71,Yes,Yes,Fiber Optic,14,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.8,4526.85,0.0,0,1317.18,5844.030000000001,4532,BCSIUL3344,1,Q3,4,Stayed,No,0,78,5709,,,3101,840021,No,No,No,58,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.8,4526.85,No
2329,1871-MOWRM,1,Male,57,No,No,Yes,No,0,2329,ADRGUO1894,1,United States,California,Woodacre,94973,"38.005839, -122.638155",38.005839,-122.638155,2329,XAVBLEHHR5286,1,Q3,Yes,3,12,,Yes,18.26,No,Yes,Fiber Optic,18,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,80.85,866.45,23.72,0,219.12,1061.85,2329,JKZVPX7591,1,Q3,1,Churned,Yes,1,87,4306,Competitor,Competitor offered more data,6028,432353,No,Yes,No,12,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),80.85,866.45,Yes
4253,1872-EBWSC,1,Female,28,Yes,No,No,No,0,4253,QVIGED2783,1,United States,California,Berkeley,94702,"37.866009, -122.286228",37.866009,-122.286228,4253,PSMGNXNAH9874,1,Q3,No,0,29,,Yes,21.19,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,20.35,617.35,0.0,0,614.51,1231.86,4253,YQBGQS1844,1,Q3,4,Stayed,No,0,66,4840,,,2676,709736,No,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.35,617.35,No
1174,1875-QIVME,1,Female,26,Yes,No,Yes,Yes,3,1174,DKHMBU2968,1,United States,California,Tujunga,91042,"34.296574, -118.244839",34.296574,-118.244839,1174,HMGOWHSHZ3957,1,Q3,Yes,1,2,Offer E,Yes,11.51,Yes,Yes,Fiber Optic,53,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.4,242.8,45.44,0,23.02,220.38,1174,POTMCZ3519,1,Q3,3,Churned,Yes,1,83,4690,Attitude,Attitude of support person,171,165443,No,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,242.8,Yes
4753,1877-HKBQX,1,Female,21,Yes,No,No,No,0,4753,RUXUCE8917,1,United States,California,Cerritos,90703,"33.8681, -118.067402",33.8681,-118.067402,4753,NLRFCLFAW3711,1,Q3,No,0,11,Offer D,Yes,1.16,No,Yes,DSL,41,Yes,No,No,Yes,No,No,No,Yes,One Year,Yes,Mailed Check,54.6,617.85,0.0,0,12.76,630.61,4753,TWDYQY8392,1,Q3,4,Stayed,No,0,49,2573,,,3434,771938,No,No,No,11,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,54.6,617.85,No
191,1891-FZYSA,1,Male,65,No,Yes,Yes,No,0,191,TMIUUA6494,1,United States,California,Piercy,95587,"39.955587, -123.681175",39.955587,-123.681175,191,LEXFEYAOM2592,1,Q3,Yes,1,69,,Yes,16.34,Yes,Yes,Fiber Optic,4,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,89.95,6143.15,6.79,110,1127.46,7373.82,191,TAZIIE2293,1,Q3,1,Churned,Yes,1,82,6363,Competitor,Competitor had better devices,2997,345608,Yes,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.95,6143.15,Yes
483,1891-QRQSA,1,Male,71,No,Yes,Yes,No,0,483,OSQQMX2668,1,United States,California,Downey,90241,"33.940884, -118.128628",33.940884,-118.128628,483,HYHQIFNWR8196,1,Q3,Yes,9,64,Offer B,Yes,16.33,Yes,Yes,Fiber Optic,10,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,111.6,7099.0,0.0,0,1045.12,8144.12,483,BXUELF8469,1,Q3,4,Stayed,No,0,69,4881,,,72,842543,Yes,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.6,7099,No
379,1891-UAWWU,1,Female,79,No,Yes,Yes,No,0,379,MIXBYG7441,1,United States,California,Johannesburg,93528,"35.363339, -117.637641",35.363339,-117.637641,379,HHVVDREUL3333,1,Q3,Yes,1,20,,Yes,4.77,Yes,Yes,Fiber Optic,17,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,90.8,1951.0,0.0,0,95.4,2046.4,379,MJGTML5144,1,Q3,1,Churned,Yes,1,87,2312,Competitor,Competitor had better devices,5711,218218,Yes,Yes,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,90.8,1951,Yes
1281,1894-IGFSG,1,Female,38,No,No,No,No,0,1281,LWSGDX1633,1,United States,California,Lancaster,93535,"34.712708, -117.889656",34.712708,-117.889656,1281,QUTIIAZXX3861,1,Q3,No,0,22,,Yes,18.01,No,Yes,Fiber Optic,2,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,89.25,1907.85,0.0,0,396.22,2304.0699999999997,1281,HYCOPX8749,1,Q3,1,Churned,Yes,1,82,3161,Competitor,Competitor had better devices,761,806859,No,No,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.25,1907.85,Yes
3928,1895-QTKDO,1,Female,38,No,No,No,No,0,3928,HVNPMD6564,1,United States,California,San Jacinto,92583,"33.796568, -116.924723",33.796568,-116.924723,3928,ZFNOQJZCR1412,1,Q3,No,0,1,,Yes,45.59,No,Yes,DSL,5,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,43.95,43.95,0.0,0,45.59,89.54,3928,ZMGMHV9945,1,Q3,5,Joined,No,0,20,5684,,,2172,466044,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),43.95,43.95,No
4371,1897-OKVMW,1,Female,44,No,No,Yes,Yes,1,4371,JDFVUB6616,1,United States,California,Lathrop,95330,"37.80821, -121.308401",37.80821,-121.308401,4371,GQFWZIAXM1475,1,Q3,Yes,3,64,,Yes,37.0,Yes,Yes,DSL,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Mailed Check,90.6,5817.45,0.0,0,2368.0,8185.45,4371,HYVDDG7298,1,Q3,4,Stayed,No,0,43,5240,,,2851,687637,No,Yes,Yes,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,90.6,5817.45,No
5496,1897-RCFUM,1,Female,31,No,No,Yes,Yes,2,5496,MBHCOO5145,1,United States,California,Point Arena,95468,"38.911299, -123.609588",38.911299,-123.609588,5496,UQMLJEDKX1378,1,Q3,Yes,1,39,,Yes,5.88,Yes,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,24.2,914.6,0.0,0,229.32,1143.92,5496,SOSWEE8683,1,Q3,3,Stayed,No,0,67,3109,,,4592,613711,No,Yes,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24.2,914.6,No
4526,1898-JSNDC,1,Female,23,Yes,No,No,No,0,4526,HVKJHN1886,1,United States,California,Elk Grove,95758,"38.35363, -121.44195",38.35363,-121.44195,4526,EMQHUJQZY8389,1,Q3,No,0,39,Offer C,Yes,48.17,No,Yes,DSL,58,No,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Credit Card,58.6,2224.5,0.0,0,1878.63,4103.13,4526,PMRLXZ7837,1,Q3,4,Stayed,No,0,46,5662,,,3094,317602,No,No,No,39,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),58.6,2224.5,No
1466,1899-VXWXM,1,Male,55,No,No,No,No,0,1466,AALVKF1536,1,United States,California,San Diego,92130,"32.957195, -117.202542",32.957195,-117.202542,1466,YIUAECRIM4652,1,Q3,No,0,48,,Yes,24.73,Yes,Yes,Fiber Optic,4,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,106.1,5082.8,0.0,0,1187.04,6269.84,1466,IYIMIV2676,1,Q3,1,Churned,Yes,1,89,5898,Other,Don't know,1632,854115,No,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),106.1,5082.8,Yes
2159,1902-XBTFB,1,Male,39,No,No,No,No,0,2159,VZZTQL5588,1,United States,California,North Hollywood,91605,"34.207295, -118.400022",34.207295,-118.400022,2159,VTXLRBAOP9916,1,Q3,No,0,22,Offer D,Yes,39.58,No,Yes,Fiber Optic,12,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.4,2001.5,0.0,0,870.76,2872.26,2159,RIMIVX1839,1,Q3,2,Churned,Yes,1,91,5438,Dissatisfaction,Lack of self-service on Website,5194,568332,No,No,Yes,22,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.4,2001.5,Yes
6999,1904-WAJAA,1,Female,23,Yes,No,Yes,Yes,3,6999,GYLNSY7774,1,United States,California,Coronado,92118,"32.68674, -117.186612",32.68674,-117.186612,6999,IMUHOYCMM2854,1,Q3,No,0,24,Offer C,Yes,46.54,Yes,Yes,DSL,85,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,64.35,1558.65,0.0,0,1116.96,2675.61,6999,PGQKTI9736,1,Q3,4,Stayed,No,0,60,5461,,,6975,381674,No,Yes,Yes,24,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,64.35,1558.65,No
5222,1905-OEILC,1,Female,42,No,No,No,No,0,5222,VXVUGC8462,1,United States,California,Pebble Beach,93953,"36.587497, -121.944815",36.587497,-121.944815,5222,QUEGTZHEI5293,1,Q3,No,0,1,Offer E,Yes,20.11,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.5,19.5,0.0,0,20.11,39.61,5222,NUYGJL5859,1,Q3,5,Joined,No,0,33,3107,,,4172,299996,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.5,19.5,No
53,1907-UBQFC,1,Male,69,No,Yes,No,No,0,53,HDAPZI7656,1,United States,California,San Francisco,94108,"37.791998, -122.408653",37.791998,-122.408653,53,FNGSMBSXV8364,1,Q3,No,0,10,,Yes,5.46,No,Yes,Fiber Optic,24,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,72.85,688.65,0.0,30,54.6,773.25,53,ENIKXQ1144,1,Q3,1,Churned,Yes,1,91,3189,Competitor,Competitor had better devices,910,242777,Yes,No,No,10,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,72.85,688.65,Yes
3376,1907-YLNYW,1,Male,47,No,No,No,No,0,3376,QQYGEV6555,1,United States,California,Gasquet,95543,"41.867908, -123.794144",41.867908,-123.794144,3376,KTAVTSWNY8719,1,Q3,No,0,8,,Yes,41.13,No,Yes,DSL,27,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,66.7,579.0,0.0,0,329.04,908.04,3376,YQVLRH5362,1,Q3,3,Stayed,No,0,35,4490,,,1318,550610,No,No,No,8,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,66.7,579,No
2822,1910-FMXJM,1,Female,59,No,No,Yes,No,0,2822,GOXULM7582,1,United States,California,Colton,92324,"34.030915, -117.273201",34.030915,-117.273201,2822,QWZAFCGJQ6829,1,Q3,Yes,8,36,,Yes,49.33,No,Yes,Fiber Optic,23,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,80.4,2937.65,0.0,0,1775.88,4713.53,2822,TCOBGV1395,1,Q3,3,Stayed,No,0,35,5544,,,444,542089,No,Yes,No,36,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.4,2937.65,No
1943,1915-IOFGU,1,Female,53,No,No,No,No,0,1943,EFSCTH7929,1,United States,California,Keene,93531,"35.214982, -118.59049",35.214982,-118.59049,1943,XITQNHQKR8142,1,Q3,No,0,1,,Yes,41.39,No,Yes,Fiber Optic,3,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.5,70.5,0.0,0,41.39,111.89,1943,XLWXYV5515,1,Q3,2,Churned,Yes,1,90,4123,Competitor,Competitor offered higher download speeds,4062,364871,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.5,70.5,Yes
3203,1915-OAKWD,1,Female,56,No,No,No,No,0,3203,VTPUFL9822,1,United States,California,Belvedere Tiburon,94920,"37.885629, -122.46858",37.885629,-122.46858,3203,VJFUZOGZD1759,1,Q3,No,0,16,Offer D,Yes,44.05,No,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.3,360.35,0.0,0,704.8,1065.15,3203,ZJXLAS9856,1,Q3,3,Stayed,No,0,48,2870,,,1041,643291,No,No,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.3,360.35,No
1178,1918-ZBFQJ,1,Female,48,No,No,No,Yes,3,1178,MMQJUY7858,1,United States,California,Glendale,91206,"34.162515, -118.203869",34.162515,-118.203869,1178,UUIBFUHGJ1866,1,Q3,No,0,13,,Yes,33.54,No,Yes,Fiber Optic,76,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.25,1111.65,48.25,0,436.02,1499.42,1178,SPCDYA9714,1,Q3,1,Churned,Yes,1,73,5142,Competitor,Competitor had better devices,184,246628,No,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.25,1111.65,Yes
5177,1919-RTPQD,1,Male,42,No,No,Yes,Yes,1,5177,BZVJSJ1564,1,United States,California,Fish Camp,93623,"37.483535, -119.679414",37.483535,-119.679414,5177,DERLJGGXS1469,1,Q3,Yes,7,7,Offer E,Yes,28.7,No,Yes,DSL,17,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.75,333.65,0.0,0,200.9,534.55,5177,ULSYYW5486,1,Q3,5,Stayed,No,0,67,4699,,,4102,119638,No,Yes,Yes,7,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.75,333.65,No
3503,1921-KYSAY,1,Female,36,No,No,No,No,0,3503,TANHHC4274,1,United States,California,Olivehurst,95961,"39.082568, -121.55325",39.082568,-121.55325,3503,NEYJVCFCY9431,1,Q3,No,0,41,,Yes,36.93,Yes,Yes,DSL,30,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,68.6,2877.05,0.0,0,1514.13,4391.18,3503,KWEXEA1713,1,Q3,4,Stayed,No,0,34,4572,,,1515,438593,No,No,No,41,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,68.6,2877.05,No
3506,1925-GMVBW,1,Female,49,No,No,No,No,0,3506,DFJNMQ5649,1,United States,California,Oroville,95965,"39.624561, -121.552866",39.624561,-121.552866,3506,LPQDHCIUF5495,1,Q3,No,0,5,,Yes,24.53,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.55,96.1,0.0,0,122.65,218.75,3506,NIBUIQ3633,1,Q3,3,Stayed,No,0,23,5967,,,1518,428345,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.55,96.1,No
811,1925-LFCZZ,1,Male,71,No,Yes,No,No,0,811,ODRUVD3545,1,United States,California,Potrero,91963,"32.619465, -116.593605",32.619465,-116.593605,811,DRSCQLPUJ8797,1,Q3,No,0,55,,No,0.0,No,Yes,DSL,23,No,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,50.05,2743.45,0.0,0,0.0,2743.45,811,SQEXAL4946,1,Q3,4,Stayed,No,0,70,4932,,,3613,789157,Yes,No,No,55,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),50.05,2743.45,No
2461,1925-TIBLE,1,Female,62,No,No,Yes,No,0,2461,GBNIZW5149,1,United States,California,Los Angeles,90049,"34.091829, -118.491244",34.091829,-118.491244,2461,SPOAUSNLD1417,1,Q3,Yes,1,7,,Yes,22.61,Yes,Yes,Fiber Optic,11,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,86.5,582.5,0.0,20,158.26999999999998,760.77,2461,CLJIHB8965,1,Q3,1,Churned,Yes,1,74,3887,Competitor,Competitor offered higher download speeds,6654,434807,No,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.5,582.5,Yes
4145,1926-QUZNN,1,Female,45,No,No,Yes,No,0,4145,TFJZWS7145,1,United States,California,Carmel,93923,"36.460611, -121.852507",36.460611,-121.852507,4145,LLVWDFLME9526,1,Q3,Yes,9,72,,Yes,49.51,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,25.25,1841.2,0.0,0,3564.72,5405.92,4145,PVPYYV4479,1,Q3,3,Stayed,No,0,36,4551,,,2509,588283,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.25,1841.2,No
3697,1927-QEWMY,1,Female,51,No,No,Yes,No,0,3697,NSUACV6948,1,United States,California,Arcadia,91007,"34.128284, -118.047732",34.128284,-118.047732,3697,NITCLCPCB1324,1,Q3,Yes,6,72,Offer A,Yes,43.91,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.5,1502.25,0.0,0,3161.5199999999995,4663.7699999999995,3697,YNTSXY3969,1,Q3,4,Stayed,No,0,25,6302,,,1815,341725,No,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.5,1502.25,No
5567,1928-BXYIV,1,Male,47,No,No,No,No,0,5567,SCQBEP8334,1,United States,California,Placerville,95667,"38.733714, -120.795213",38.733714,-120.795213,5567,ENGGGZWOM4445,1,Q3,No,0,1,Offer E,Yes,17.07,Yes,Yes,DSL,3,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,61.15,61.15,0.0,0,17.07,78.22,5567,VKQZFX1476,1,Q3,4,Joined,No,0,28,4592,,,4704,388998,No,No,No,1,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,61.15,61.15,No
