,Customer ID,Count,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents
1220,0578-SKVMF,1,Female,23,Yes,No,Yes,No,0
1221,9063-ZGTUY,1,Female,22,Yes,No,Yes,No,0
1222,2957-LOLHO,1,Male,49,No,No,No,No,0
1223,7752-XUSCI,1,Female,20,Yes,No,No,No,0
1224,4110-PFEUZ,1,Female,54,No,No,No,No,0
1225,0256-LTHVJ,1,Female,58,No,No,Yes,No,0
1226,0880-TKATG,1,Male,21,Yes,No,Yes,No,0
1227,3811-VBYBZ,1,Male,61,No,No,No,No,0
1228,4640-UHDOS,1,Female,60,No,No,Yes,No,0
1229,3583-EKAPL,1,Male,25,Yes,No,No,No,0
1230,9399-APLBT,1,Female,52,No,No,Yes,No,0
1231,2359-KMGLI,1,Male,52,No,No,No,No,0
1232,0306-JAELE,1,Male,61,No,No,No,No,0
1233,6227-HWPWX,1,Female,40,No,No,No,No,0
1234,0447-BEMNG,1,Female,28,Yes,No,Yes,No,0
1235,5949-XIKAE,1,Female,32,No,No,Yes,No,0
1236,8372-JUXUI,1,Male,32,No,No,No,No,0
1237,0388-EOPEX,1,Female,28,Yes,No,Yes,No,0
1238,8205-OTCHB,1,Male,51,No,No,No,No,0
1239,7783-YKGDV,1,Female,49,No,No,No,No,0
1240,7218-HKQFK,1,Male,49,No,No,Yes,No,0
1241,4636-QRJKY,1,Female,64,No,No,Yes,No,0
1242,9412-GHEEC,1,Male,55,No,No,No,No,0
1243,6825-UYPFK,1,Female,47,No,No,No,No,0
1244,8397-MVTAZ,1,Male,22,Yes,No,Yes,No,0
1245,9282-IZGQK,1,Female,51,No,No,No,No,0
1246,1342-JPNKI,1,Male,33,No,No,No,No,0
1247,2817-NTQDO,1,Male,52,No,No,No,No,0
1248,6986-IJDHX,1,Male,29,Yes,No,Yes,No,0
1249,5301-GAUUY,1,Male,31,No,No,No,No,0
1250,0939-YAPAF,1,Female,44,No,No,No,No,0
1251,4710-FDUIZ,1,Male,50,No,No,Yes,No,0
1252,1218-VKFPE,1,Female,48,No,No,Yes,No,0
1253,3627-FHKBK,1,Female,28,Yes,No,No,No,0
1254,0719-SYFRB,1,Female,52,No,No,No,No,0
1255,6543-CPZMK,1,Male,32,No,No,Yes,No,0
1256,4765-OXPPD,1,Female,20,Yes,No,Yes,No,0
1257,1009-IRMNA,1,Female,27,Yes,No,No,No,0
1258,7207-RMRDB,1,Female,20,Yes,No,Yes,No,0
1259,0195-IESCP,1,Male,26,Yes,No,Yes,No,0
1260,4580-TMHJU,1,Female,57,No,No,Yes,No,0
1261,0970-ETWGE,1,Male,38,No,No,No,No,0
1262,0887-HJGAR,1,Male,57,No,No,No,No,0
1263,9576-ANLXO,1,Female,30,No,No,No,No,0
1264,2024-BASKD,1,Female,23,Yes,No,No,No,0
1265,4464-JCOLN,1,Male,40,No,No,Yes,No,0
1266,5650-VDUDS,1,Female,48,No,No,No,No,0
1267,7538-GWHML,1,Female,52,No,No,No,No,0
1268,3859-CVCET,1,Female,47,No,No,No,No,0
1269,3276-HDUEG,1,Female,23,Yes,No,No,No,0
1270,0822-GAVAP,1,Female,19,Yes,No,No,No,0
1271,1448-PWKYE,1,Male,48,No,No,Yes,No,0
1272,2276-YDAVZ,1,Female,63,No,No,No,No,0
1273,5896-NPFWW,1,Male,23,Yes,No,Yes,No,0
1274,7133-VBDCG,1,Female,54,No,No,No,No,0
1275,1029-QFBEN,1,Male,27,Yes,No,No,No,0
1276,4952-YSOGZ,1,Female,48,No,No,Yes,No,0
1277,1589-AGTLK,1,Male,26,Yes,No,No,No,0
1278,6439-GTPCA,1,Female,29,Yes,No,No,No,0
1279,5138-WVKYJ,1,Male,51,No,No,No,No,0
1280,2189-WWOEW,1,Female,37,No,No,No,No,0
1281,1894-IGFSG,1,Female,38,No,No,No,No,0
1282,7379-POKDZ,1,Male,31,No,No,Yes,No,0
1283,0236-HFWSV,1,Male,49,No,No,No,No,0
1284,3900-AQPHZ,1,Female,45,No,No,No,No,0
1285,5842-POCOP,1,Female,37,No,No,Yes,No,0
1286,2037-XJFUP,1,Male,24,Yes,No,Yes,No,0
1287,7314-OXENN,1,Male,42,No,No,No,No,0
1288,0322-CHQRU,1,Male,63,No,No,No,No,0
1289,4678-DVQEO,1,Female,41,No,No,No,No,0
1290,3009-JWMPU,1,Male,58,No,No,No,No,0
1291,1450-GALXR,1,Female,33,No,No,No,No,0
1292,3138-BKYAV,1,Male,61,No,No,No,No,0
1293,4289-DTDKW,1,Male,54,No,No,Yes,No,0
1294,1820-TQVEV,1,Male,27,Yes,No,No,No,0
1295,2239-JALAW,1,Male,20,Yes,No,No,No,0
1296,4853-RULSV,1,Male,25,Yes,No,No,No,0
1297,6275-YDUVO,1,Female,62,No,No,No,No,0
1298,0115-TFERT,1,Male,24,Yes,No,Yes,No,0
1299,2311-QYMUQ,1,Female,41,No,No,Yes,No,0
1300,3104-OWCGK,1,Male,21,Yes,No,Yes,No,0
1301,9101-BWFSS,1,Female,58,No,No,Yes,No,0
1302,6982-SSHFK,1,Male,45,No,No,No,No,0
1303,1038-ZAGBI,1,Female,59,No,No,Yes,No,0
1304,3027-ZTDHO,1,Male,21,Yes,No,No,No,0
1305,2382-BCKQJ,1,Female,41,No,No,No,No,0
1306,2207-NHRJK,1,Male,58,No,No,No,No,0
1307,9944-HKVVB,1,Female,55,No,No,No,No,0
1308,4124-MMETB,1,Male,52,No,No,No,No,0
1309,3671-SHRSP,1,Male,46,No,No,Yes,No,0
1310,3313-QKNKB,1,Male,24,Yes,No,Yes,No,0
1311,5073-WXOYN,1,Female,58,No,No,No,No,0
1312,0207-MDKNV,1,Female,54,No,No,No,No,0
1313,9851-KIELU,1,Male,53,No,No,No,No,0
1314,3908-BLSYF,1,Female,40,No,No,No,No,0
1315,7549-MYGPK,1,Female,48,No,No,Yes,No,0
1316,3804-RVTGV,1,Male,55,No,No,Yes,No,0
1317,9227-LUNBG,1,Female,39,No,No,No,No,0
1318,4315-MURBD,1,Female,64,No,No,No,No,0
1319,9734-YWGEX,1,Female,27,Yes,No,No,No,0
1320,2719-BDAQO,1,Male,36,No,No,No,No,0
1321,9625-QSTYE,1,Female,37,No,No,No,No,0
1322,6400-BWQKW,1,Female,51,No,No,No,No,0
1323,6680-WKXRZ,1,Female,32,No,No,No,No,0
1324,9448-REEVD,1,Male,21,Yes,No,Yes,No,0
1325,9117-SHLZX,1,Male,36,No,No,No,No,0
1326,4541-RMRLG,1,Male,53,No,No,No,No,0
1327,3158-MOERK,1,Female,57,No,No,No,No,0
1328,7294-TMAOP,1,Female,30,No,No,No,No,0
1329,2834-JRTUA,1,Male,30,No,No,No,No,0
1330,5875-YPQFJ,1,Male,51,No,No,No,No,0
1331,8603-IJWDN,1,Male,41,No,No,No,No,0
1332,3842-IYKUE,1,Female,28,Yes,No,No,No,0
1333,6641-XRPSU,1,Female,61,No,No,No,No,0
1334,8357-EQXFO,1,Female,46,No,No,No,No,0
1335,9524-EGPJC,1,Female,33,No,No,No,No,0
1336,6993-OHLXR,1,Female,26,Yes,No,No,No,0
1337,8818-XYFCQ,1,Male,39,No,No,Yes,No,0
1338,4695-VADHF,1,Male,53,No,No,Yes,No,0
1339,3863-IUBJR,1,Male,27,Yes,No,Yes,No,0
1340,8436-BJUMM,1,Male,62,No,No,Yes,No,0
1341,9948-YPTDG,1,Male,44,No,No,Yes,No,0
1342,4883-QICIH,1,Male,37,No,No,Yes,No,0
1343,8329-IBCTI,1,Female,50,No,No,No,No,0
1344,5669-SRAIP,1,Female,55,No,No,No,No,0
1345,5981-ITEMU,1,Male,58,No,No,Yes,No,0
1346,6941-PMGEP,1,Female,26,Yes,No,No,No,0
1347,1624-WOIWJ,1,Female,40,No,No,No,No,0
1348,2074-GKOWZ,1,Male,49,No,No,Yes,No,0
1349,0376-YMCJC,1,Male,21,Yes,No,No,No,0
1350,0634-SZPQA,1,Female,64,No,No,No,No,0
1351,5536-RTPWK,1,Male,54,No,No,Yes,No,0
1352,6166-ILMNY,1,Female,46,No,No,No,No,0
1353,3097-NNSPB,1,Female,42,No,No,No,No,0
1354,0655-RBDUG,1,Male,32,No,No,No,No,0
1355,4361-BKAXE,1,Female,23,Yes,No,No,No,0
1356,9878-TNQGW,1,Male,51,No,No,No,No,0
1357,4607-CHPCA,1,Male,63,No,No,Yes,No,0
1358,8824-RWFXJ,1,Male,21,Yes,No,Yes,No,0
1359,9763-PDTKK,1,Female,59,No,No,No,No,0
1360,7627-JKIAZ,1,Female,62,No,No,Yes,No,0
1361,4081-DYXAV,1,Female,27,Yes,No,No,No,0
1362,0927-LCSMG,1,Male,23,Yes,No,No,No,0
1363,8257-RZAHR,1,Female,51,No,No,Yes,No,0
1364,0841-NULXI,1,Male,38,No,No,No,No,0
1365,7851-WZEKY,1,Female,32,No,No,No,No,0
1366,8844-TONUD,1,Male,54,No,No,Yes,No,0
1367,5868-CZJDR,1,Male,41,No,No,No,No,0
1368,0135-NMXAP,1,Female,57,No,No,No,No,0
1369,6270-OMFIW,1,Male,33,No,No,Yes,No,0
1370,0107-WESLM,1,Male,32,No,No,No,No,0
1371,3992-YWPKO,1,Female,55,No,No,No,No,0
1372,0125-LZQXK,1,Male,42,No,No,No,No,0
1373,5673-FSSMF,1,Female,19,Yes,No,No,No,0
1374,1579-KLYDT,1,Male,31,No,No,No,No,0
1375,3927-NLNRY,1,Male,48,No,No,Yes,No,0
1376,6358-LYNGM,1,Male,26,Yes,No,No,No,0
1377,5494-HECPR,1,Female,34,No,No,No,No,0
1378,9824-BEMCV,1,Male,58,No,No,Yes,No,0
1379,1373-ORVIZ,1,Female,62,No,No,Yes,No,0
1380,9866-QEVEE,1,Male,58,No,No,No,No,0
1381,9897-KXHCM,1,Female,37,No,No,Yes,No,0
1382,7979-CORPM,1,Male,40,No,No,No,No,0
1383,1618-CFHME,1,Female,30,No,No,No,No,0
1384,3165-HDOEW,1,Male,47,No,No,Yes,No,0
1385,6581-NQCBA,1,Female,36,No,No,Yes,No,0
1386,1689-MRZQR,1,Male,36,No,No,Yes,No,0
1387,5835-BEQEU,1,Male,44,No,No,No,No,0
1388,5552-ZNFSJ,1,Male,49,No,No,No,No,0
1389,2223-KAGMX,1,Female,47,No,No,No,No,0
1390,7321-PKUYW,1,Female,46,No,No,No,No,0
1391,2833-SLKDQ,1,Male,23,Yes,No,No,No,0
1392,7595-EUIVN,1,Female,53,No,No,No,No,0
1393,2026-TGDHM,1,Female,54,No,No,No,No,0
1394,4030-VPZBD,1,Female,53,No,No,No,No,0
1395,2408-TZMJL,1,Male,43,No,No,Yes,No,0
1396,7993-PYKOF,1,Male,20,Yes,No,Yes,No,0
1397,5027-XWQHA,1,Male,35,No,No,No,No,0
1398,4566-QVRRW,1,Female,41,No,No,Yes,No,0
1399,0201-OAMXR,1,Female,30,No,No,No,No,0
1400,7831-QGOXH,1,Female,27,Yes,No,No,No,0
1401,6393-WRYZE,1,Female,35,No,No,Yes,No,0
1402,6599-RCLCJ,1,Male,54,No,No,Yes,No,0
1403,9831-BPFRI,1,Female,50,No,No,Yes,No,0
1404,1725-MIMXW,1,Male,42,No,No,No,No,0
1405,0031-PVLZI,1,Female,34,No,No,Yes,No,0
1406,4791-QRGMF,1,Male,33,No,No,Yes,No,0
1407,4671-LXRDQ,1,Male,44,No,No,No,No,0
1408,1934-SJVJK,1,Male,35,No,No,No,No,0
1409,3838-OZURD,1,Male,28,Yes,No,Yes,No,0
1410,9269-CQOOL,1,Male,58,No,No,No,No,0
1411,2845-HSJCY,1,Female,49,No,No,Yes,No,0
1412,1184-PJVDB,1,Male,38,No,No,Yes,No,0
1413,9415-DPEWS,1,Female,47,No,No,No,No,0
1414,7943-RQCHR,1,Female,34,No,No,No,No,0
1415,3249-ZPQRG,1,Male,28,Yes,No,No,No,0
1416,2568-BRGYX,1,Male,43,No,No,No,No,0
1417,7721-JXEAW,1,Male,23,Yes,No,Yes,No,0
1418,7249-WBIYX,1,Male,63,No,No,Yes,No,0
1419,3164-AALRN,1,Male,39,No,No,No,No,0
1420,3334-CTHOL,1,Female,51,No,No,No,No,0
1421,4704-ERYFC,1,Female,19,Yes,No,Yes,No,0
1422,0471-LVHGK,1,Male,34,No,No,Yes,No,0
1423,9518-RWHZL,1,Female,39,No,No,No,No,0
1424,6240-EURKS,1,Female,27,Yes,No,No,No,0
1425,6960-HVYXR,1,Female,20,Yes,No,No,No,0
1426,7861-UVUFT,1,Female,36,No,No,Yes,No,0
1427,0680-DFNNY,1,Male,62,No,No,Yes,No,0
1428,7767-UXAGJ,1,Male,37,No,No,No,No,0
1429,1571-SAVHK,1,Male,20,Yes,No,No,No,0
1430,9546-CQJSU,1,Female,50,No,No,No,No,0
1431,2951-QOQTK,1,Male,28,Yes,No,No,No,0
1432,3473-XIIIT,1,Female,61,No,No,Yes,No,0
1433,7893-IXHRQ,1,Male,53,No,No,No,No,0
1434,2952-QAYZF,1,Male,30,No,No,No,No,0
1435,4763-PGDPO,1,Female,19,Yes,No,No,No,0
1436,5394-SVGJV,1,Male,27,Yes,No,No,No,0
1437,9283-LZQOH,1,Male,36,No,No,Yes,No,0
1438,7079-QRCBC,1,Female,35,No,No,No,No,0
1439,5469-CTCWN,1,Male,52,No,No,Yes,No,0
1440,9851-QXEEQ,1,Male,21,Yes,No,No,No,0
1441,5208-HFSBT,1,Female,47,No,No,No,No,0
1442,2667-WYLWJ,1,Female,44,No,No,Yes,No,0
1443,1092-GANHU,1,Male,62,No,No,No,No,0
1444,7881-EVUAD,1,Female,49,No,No,No,No,0
1445,5766-XQXMQ,1,Female,45,No,No,No,No,0
1446,3703-VAVCL,1,Male,51,No,No,Yes,No,0
1447,8519-QJGJD,1,Female,42,No,No,No,No,0
1448,6326-MTTXK,1,Male,56,No,No,No,No,0
1449,0330-IVZHA,1,Female,55,No,No,Yes,No,0
1450,2886-KEFUM,1,Female,50,No,No,Yes,No,0
1451,4237-RLAQD,1,Male,58,No,No,No,No,0
1452,9651-GTSAQ,1,Female,44,No,No,Yes,No,0
1453,3186-BAXNB,1,Female,20,Yes,No,No,No,0
1454,0637-YLETY,1,Female,39,No,No,No,No,0
1455,1157-BQCUW,1,Male,59,No,No,No,No,0
1456,2003-CKLOR,1,Male,62,No,No,No,No,0
1457,9254-RBFON,1,Female,38,No,No,Yes,No,0
1458,1205-WNWPJ,1,Female,54,No,No,No,No,0
1459,8387-MOJJT,1,Female,53,No,No,Yes,No,0
1460,6032-KRXXO,1,Male,33,No,No,No,No,0
1461,7459-RRWQZ,1,Female,51,No,No,No,No,0
1462,3092-IGHWF,1,Male,34,No,No,Yes,No,0
1463,6352-TWCAU,1,Female,32,No,No,No,No,0
1464,2929-QNSRW,1,Female,21,Yes,No,Yes,No,0
1465,1262-OPMFY,1,Female,46,No,No,Yes,No,0
1466,1899-VXWXM,1,Male,55,No,No,No,No,0
1467,3331-HQDTW,1,Female,23,Yes,No,No,No,0
1468,5442-XSDCW,1,Male,61,No,No,Yes,No,0
1469,3049-NDXFL,1,Female,30,No,No,No,No,0
1470,7963-GQRMY,1,Female,19,Yes,No,Yes,No,0
1471,1228-FZFRV,1,Male,37,No,No,Yes,No,0
1472,2058-DCJBE,1,Male,32,No,No,No,No,0
1473,5364-XYIRR,1,Male,44,No,No,Yes,No,0
1474,4829-AUOAX,1,Female,57,No,No,No,No,0
1475,9158-VCTQB,1,Female,41,No,No,Yes,No,0
1476,6311-UEUME,1,Female,37,No,No,No,No,0
1477,6839-ITVZJ,1,Female,35,No,No,Yes,No,0
1478,0375-HVGXO,1,Female,31,No,No,No,No,0
1479,8593-WHYHV,1,Male,46,No,No,No,No,0
1480,6097-EQISJ,1,Female,41,No,No,Yes,No,0
1481,4423-YLHDV,1,Female,22,Yes,No,Yes,No,0
1482,0107-YHINA,1,Male,59,No,No,No,No,0
1483,8640-SDGKB,1,Male,39,No,No,No,No,0
1484,4116-TZAQJ,1,Female,23,Yes,No,No,No,0
1485,3877-JRJIP,1,Male,50,No,No,No,No,0
1486,7511-YMXVQ,1,Male,54,No,No,No,No,0
1487,7551-JOHTI,1,Female,54,No,No,No,No,0
1488,9804-ICWBG,1,Male,56,No,No,No,No,0
1489,5318-IXUZF,1,Female,50,No,No,No,No,0
1490,3198-VELRD,1,Female,47,No,No,Yes,No,0
1491,9436-ZBZCT,1,Male,40,No,No,No,No,0
1492,7198-GLXTC,1,Male,33,No,No,No,No,0
1493,0516-VRYBW,1,Female,39,No,No,No,No,0
1494,8380-PEFPE,1,Male,60,No,No,No,No,0
1495,5687-DKDTV,1,Female,35,No,No,No,No,0
1496,7530-HDYDS,1,Female,26,Yes,No,No,No,0
1497,3096-IZETN,1,Female,32,No,No,No,No,0
1498,5922-ABDVO,1,Female,20,Yes,No,Yes,No,0
1499,9172-ANCRX,1,Female,35,No,No,No,No,0
1500,6910-HADCM,1,Female,63,No,No,No,No,0
1501,4816-LXZYW,1,Female,51,No,No,No,No,0
1502,4911-BANWH,1,Female,44,No,No,No,No,0
1503,8496-EJAUI,1,Male,47,No,No,No,No,0
1504,6365-MTGZX,1,Male,44,No,No,No,No,0
1505,1349-WXNGG,1,Male,57,No,No,No,No,0
1506,6990-YNRIO,1,Male,53,No,No,Yes,No,0
1507,0621-TWIEM,1,Male,28,Yes,No,No,No,0
1508,2485-ITVKB,1,Female,36,No,No,Yes,No,0
1509,3669-OYSJI,1,Male,47,No,No,No,No,0
1510,1612-EOHDH,1,Female,29,Yes,No,No,No,0
1511,7517-SAWMO,1,Female,31,No,No,Yes,No,0
1512,4143-HHPMK,1,Male,46,No,No,No,No,0
1513,7054-LGEQW,1,Female,23,Yes,No,No,No,0
1514,0923-PNFUB,1,Female,55,No,No,No,No,0
1515,3494-JCHRQ,1,Male,38,No,No,No,No,0
1516,6474-FVJLC,1,Male,61,No,No,No,No,0
1517,4547-LYTDD,1,Female,35,No,No,No,No,0
1518,6770-XUAGN,1,Female,30,No,No,Yes,No,0
1519,3143-ILDAL,1,Male,21,Yes,No,No,No,0
1520,4720-VSTSI,1,Female,54,No,No,No,No,0
1521,3946-MHCZW,1,Male,50,No,No,No,No,0
1522,6651-AZVTJ,1,Male,27,Yes,No,Yes,No,0
1523,4566-GOLUK,1,Male,43,No,No,Yes,No,0
1524,2484-DGXPZ,1,Female,45,No,No,Yes,No,0
1525,4587-NUKOX,1,Female,60,No,No,No,No,0
1526,0420-BWTPW,1,Male,40,No,No,No,No,0
1527,8183-ONMXC,1,Female,41,No,No,No,No,0
1528,9614-RMGHA,1,Male,29,Yes,No,Yes,No,0
1529,5054-IEXZT,1,Male,41,No,No,No,No,0
1530,5834-ASPWA,1,Male,55,No,No,No,No,0
1531,3948-XHGNA,1,Male,35,No,No,No,No,0
1532,0565-IYCGT,1,Male,51,No,No,No,No,0
1533,5445-UTODQ,1,Female,35,No,No,Yes,No,0
1534,1024-VRZHF,1,Male,39,No,No,Yes,No,0
1535,0348-SDKOL,1,Female,33,No,No,Yes,No,0
1536,4373-MAVJG,1,Female,64,No,No,Yes,No,0
1537,8901-HJXTF,1,Female,46,No,No,Yes,No,0
1538,5419-KLXBN,1,Female,36,No,No,Yes,No,0
1539,9828-AOQLM,1,Female,37,No,No,Yes,No,0
1540,7615-ESMYF,1,Female,23,Yes,No,Yes,No,0
1541,3858-VOBET,1,Male,48,No,No,No,No,0
1542,1447-PJGGA,1,Female,39,No,No,No,No,0
1543,8565-CLBZW,1,Male,23,Yes,No,No,No,0
1544,9139-WQQDY,1,Female,35,No,No,Yes,No,0
1545,0224-HJAPT,1,Male,25,Yes,No,No,No,0
1546,8086-OVPWV,1,Male,58,No,No,No,No,0
1547,9430-FRQOC,1,Female,33,No,No,No,No,0
1548,3074-GQWYX,1,Male,30,No,No,No,No,0
1549,6845-RGTYS,1,Female,29,Yes,No,Yes,No,0
1550,8861-HGGKB,1,Female,57,No,No,No,No,0
1551,7065-YUNRY,1,Female,28,Yes,No,No,No,0
1552,7694-VLBWQ,1,Male,61,No,No,Yes,No,0
1553,6481-OGDOO,1,Male,31,No,No,Yes,No,0
1554,3753-TSEMP,1,Female,21,Yes,No,Yes,No,0
1555,8305-VHZBZ,1,Male,55,No,No,No,No,0
1556,9172-JITSM,1,Female,47,No,No,Yes,No,0
1557,6298-QDFNH,1,Male,48,No,No,No,No,0
1558,6173-ITPWD,1,Male,26,Yes,No,Yes,No,0
1559,9734-UYXQI,1,Female,27,Yes,No,No,No,0
1560,2189-UXTKY,1,Female,27,Yes,No,Yes,No,0
1561,4958-GZWIY,1,Male,61,No,No,Yes,No,0
1562,6356-ELRKD,1,Female,29,Yes,No,No,No,0
1563,8624-GIOUT,1,Female,40,No,No,No,No,0
1564,3177-LASXD,1,Female,43,No,No,No,No,0
1565,4897-QSUYC,1,Female,42,No,No,No,No,0
1566,1084-UQCHV,1,Male,35,No,No,No,No,0
1567,2955-BJZHG,1,Male,41,No,No,Yes,No,0
1568,3806-DXQOM,1,Female,47,No,No,No,No,0
1569,9300-RENDD,1,Male,56,No,No,No,No,0
1570,0761-AETCS,1,Female,58,No,No,No,No,0
1571,2153-MREFK,1,Female,55,No,No,Yes,No,0
1572,3106-ULWFW,1,Female,32,No,No,Yes,No,0
1573,0925-VYDLG,1,Female,40,No,No,No,No,0
1574,4349-GFQHK,1,Male,30,No,No,No,No,0
1575,7802-EFKNY,1,Male,37,No,No,Yes,No,0
1576,8035-BUYVG,1,Male,39,No,No,Yes,No,0
1577,9787-XVQIU,1,Male,38,No,No,No,No,0
1578,8945-MUQUF,1,Male,22,Yes,No,No,No,0
1579,3023-GFLBR,1,Female,63,No,No,Yes,No,0
1580,0524-IAVZO,1,Female,25,Yes,No,Yes,No,0
1581,2737-YNGYW,1,Female,29,Yes,No,No,No,0
1582,5159-YFPKQ,1,Female,37,No,No,No,No,0
1583,7927-AUXBZ,1,Female,45,No,No,No,No,0
1584,7619-ODSGN,1,Male,63,No,No,Yes,Yes,2
1585,2514-GINMM,1,Male,60,No,No,No,No,0
1586,2659-VXMWZ,1,Male,58,No,No,Yes,No,0
1587,4285-GYRQC,1,Female,63,No,No,Yes,No,0
1588,8337-MSSXB,1,Female,64,No,No,No,No,0
1589,8182-BJDSI,1,Female,56,No,No,No,No,0
1590,2482-CZGBB,1,Male,41,No,No,No,No,0
1591,0866-QLSIR,1,Female,53,No,No,No,No,0
1592,7181-BQYBV,1,Female,52,No,No,Yes,No,0
1593,6204-IEUXJ,1,Female,30,No,No,No,No,0
1594,4529-CKBCL,1,Female,51,No,No,No,No,0
1595,2506-CLAKW,1,Female,20,Yes,No,No,No,0
1596,1583-IHQZE,1,Male,60,No,No,No,No,0
1597,0151-ONTOV,1,Female,43,No,No,No,No,0
1598,0320-JDNQG,1,Male,28,Yes,No,Yes,No,0
1599,7180-PISOG,1,Male,41,No,No,Yes,No,0
1600,3571-RFHAR,1,Male,60,No,No,No,No,0
1601,9578-VRMNM,1,Female,48,No,No,No,No,0
1602,6140-QNRQQ,1,Male,42,No,No,No,No,0
1603,4307-KTUMW,1,Male,27,Yes,No,Yes,No,0
1604,7470-MCQTK,1,Female,42,No,No,Yes,No,0
1605,7488-MXJIV,1,Female,63,No,No,No,No,0
1606,2027-FECZV,1,Male,44,No,No,No,No,0
1607,2672-DZUOY,1,Male,46,No,No,No,No,0
1608,3870-MQAMG,1,Female,21,Yes,No,Yes,No,0
1609,4800-CZMPC,1,Female,24,Yes,No,Yes,No,0
1610,7377-DMMRI,1,Male,35,No,No,No,No,0
1611,8949-JTMAY,1,Female,49,No,No,No,No,0
1612,3211-ILJTT,1,Male,35,No,No,Yes,No,0
1613,5103-MHMHY,1,Female,49,No,No,No,Yes,1
1614,0235-KGSLC,1,Female,45,No,No,No,No,0
1615,2884-GBPFB,1,Female,61,No,No,Yes,No,0
1616,5136-KCKGI,1,Female,22,Yes,No,Yes,No,0
1617,3722-WPXTK,1,Male,23,Yes,No,No,No,0
1618,2929-ERCFZ,1,Female,22,Yes,No,Yes,No,0
1619,7548-SEPYI,1,Female,62,No,No,No,No,0
1620,8835-VSDSE,1,Female,28,Yes,No,Yes,No,0
1621,1623-NLDOT,1,Female,55,No,No,Yes,No,0
1622,5236-PERKL,1,Female,38,No,No,No,No,0
1623,7854-FOKSF,1,Male,54,No,No,No,No,0
1624,2519-FAKOD,1,Male,30,No,No,No,No,0
1625,7089-IVVAZ,1,Female,26,Yes,No,No,No,0
1626,9492-TOKRI,1,Female,55,No,No,No,No,0
1627,3325-FUYCG,1,Male,58,No,No,Yes,No,0
1628,8481-YYXWG,1,Female,30,No,No,No,No,0
1629,2609-IAICY,1,Female,32,No,No,No,No,0
1630,1740-CSDJP,1,Male,53,No,No,No,No,0
1631,2636-OHFMN,1,Male,26,Yes,No,Yes,No,0
1632,1323-OOEPC,1,Female,45,No,No,Yes,No,0
1633,9921-ZVRHG,1,Female,44,No,No,No,No,0
1634,4701-MLJPN,1,Male,60,No,No,No,No,0
1635,9206-GVPEQ,1,Male,28,Yes,No,Yes,No,0
1636,1596-BBVTG,1,Male,53,No,No,No,No,0
1637,8433-WXGNA,1,Male,55,No,No,No,No,0
1638,3707-GNWHM,1,Male,28,Yes,No,No,No,0
1639,5766-ZJYBB,1,Male,52,No,No,No,No,0
1640,8931-GJJIQ,1,Female,46,No,No,No,No,0
1641,4277-PVRAN,1,Female,34,No,No,No,No,0
1642,0203-HHYIJ,1,Male,62,No,No,No,No,0
1643,0952-KMEEH,1,Male,46,No,No,No,No,0
1644,8178-EYZUO,1,Male,48,No,No,No,No,0
1645,3230-WYKIR,1,Male,36,No,No,No,No,0
1646,0407-BDJKB,1,Male,59,No,No,Yes,No,0
1647,9600-UDOPK,1,Male,33,No,No,Yes,No,0
1648,4074-SJFFA,1,Female,44,No,No,No,No,0
1649,4910-GMJOT,1,Female,56,No,No,No,No,0
1650,4323-SADQS,1,Male,61,No,No,Yes,Yes,6
1651,4446-BZKHU,1,Male,44,No,No,Yes,No,0
1652,5202-IVJNU,1,Female,56,No,No,No,Yes,2
1653,5976-JCJRH,1,Male,36,No,No,Yes,No,0
1654,0137-OCGAB,1,Female,25,Yes,No,No,No,0
1655,3351-NQLDI,1,Female,41,No,No,Yes,No,0
1656,7593-JNWRU,1,Male,61,No,No,Yes,Yes,1
1657,4588-YBNIB,1,Female,24,Yes,No,No,No,0
1658,5028-GZLDO,1,Male,21,Yes,No,No,No,0
1659,6877-TJMBR,1,Male,21,Yes,No,Yes,No,0
1660,6769-DCQLI,1,Male,21,Yes,No,No,No,0
1661,2433-KMEAS,1,Male,62,No,No,No,No,0
1662,2195-ZRVAX,1,Female,40,No,No,Yes,No,0
1663,3550-SAHFP,1,Female,51,No,No,No,No,0
1664,2011-TRQYE,1,Male,59,No,No,No,No,0
1665,4873-ILOLJ,1,Male,64,No,No,No,No,0
1666,2725-KXXWT,1,Male,26,Yes,No,Yes,No,0
1667,9565-DJPIB,1,Female,64,No,No,No,No,0
1668,8348-HFYIV,1,Male,21,Yes,No,No,No,0
1669,6849-WLEYG,1,Male,43,No,No,No,Yes,3
1670,4659-NZRUF,1,Female,64,No,No,No,No,0
1671,8429-XIBUM,1,Male,44,No,No,No,No,0
1672,2608-BHKFN,1,Female,46,No,No,No,No,0
1673,7341-LXCAF,1,Male,24,Yes,No,Yes,No,0
1674,9462-MJUAW,1,Male,60,No,No,No,No,0
1675,8128-YVJRG,1,Female,61,No,No,No,No,0
1676,1569-TTNYJ,1,Male,55,No,No,Yes,No,0
1677,4749-VFKVB,1,Female,47,No,No,No,No,0
1678,7598-UAASY,1,Male,19,Yes,No,Yes,No,0
1679,7938-OUHIO,1,Male,28,Yes,No,No,No,0
1680,0431-APWVY,1,Female,37,No,No,Yes,No,0
