Unnamed: 0,Customer ID,Count,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Location ID,City,Zip Code,Lat Long,Latitude,Longitude,Service ID,Referred a Friend,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Status ID,Satisfaction Score,Churn Value,Churn Score,CLTV,LoyaltyID,Partner,Tenure,Monthly Charges,Churn,Country_United States,State_California,Quarter_Q3,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Internet Type_Cable,Internet Type_DSL,Internet Type_Fiber Optic,Contract_Month-to-Month,Contract_One Year,Contract_Two Year,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check,Customer Status_Churned,Customer Status_Joined,Customer Status_Stayed,Churn Category_Attitude,Churn Category_Competitor,Churn Category_Dissatisfaction,Churn Category_Other,Churn Category_Price,Churn Reason_Attitude of service provider,Churn Reason_Attitude of support person,Churn Reason_Competitor had better devices,Churn Reason_Competitor made better offer,Churn Reason_Competitor offered higher download speeds,Churn Reason_Competitor offered more data,Churn Reason_Deceased,Churn Reason_Don't know,Churn Reason_Extra data charges,Churn Reason_Lack of affordable download/upload speed,Churn Reason_Lack of self-service on Website,Churn Reason_Limited range of services,Churn Reason_Long distance charges,Churn Reason_Moved,Churn Reason_Network reliability,Churn Reason_Poor expertise of online support,Churn Reason_Poor expertise of phone support,Churn Reason_Price too high,Churn Reason_Product dissatisfaction,Churn Reason_Service dissatisfaction,Device Protection_No,Device Protection_No internet service,Device Protection_Yes,Tech Support_No,Tech Support_No internet service,Tech Support_Yes
5674,0899-LIIBW,1,1,21,1,0,1,0,0,XMLFJQ7744,Forks Of Salmon,96031,"41.232128, -123.194748",41.232128,-123.194748,BFBSAOUPJ9397,1,8,34,1,33.55,1,1,41,0,0,1,0,1,1,1,1,0,100.85,3527.3,0.0,0,1140.6999999999998,4668.0,RHFZVZ9847,5,0,76,5891,258799,1,34,100.85,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
5783,0899-WZRSD,1,1,31,0,0,0,0,0,QZJIMW3272,Marina Del Rey,90292,"33.977468, -118.445475",33.977468,-118.445475,KWSVAUEVX9944,0,0,56,1,37.99,1,1,24,1,0,0,1,1,1,1,1,1,105.35,5794.45,0.0,0,2127.44,7921.889999999999,IMTNWA8199,3,0,31,5680,116991,0,56,105.35,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6595,0902-RFHOF,1,1,38,0,0,0,0,0,JCOCBK9663,Loomis,95650,"38.809175, -121.171375",38.809175,-121.171375,PBAMYZDJH7983,0,0,38,1,22.23,0,0,0,0,0,0,0,0,0,0,0,0,20.1,730.1,0.0,0,844.74,1574.84,YGRGFE7662,3,0,26,2907,772690,0,38,20.1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5658,0902-XKXPN,1,1,29,1,0,1,1,1,VXFLWS4548,Redding,96001,"40.587919, -122.464732",40.587919,-122.464732,BOXBJBUSQ2447,1,2,69,1,23.55,0,0,0,0,0,0,0,0,0,0,0,0,20.2,1376.5,0.0,0,1624.95,3001.45,ZIUWKB7571,3,0,78,5463,403270,1,69,20.2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5221,0906-QVPMS,1,1,29,1,0,1,0,0,LJWXTC2867,Monterey,93940,"36.362741, -121.869685",36.362741,-121.869685,TOIXRHMMF2265,1,4,72,1,35.71,1,1,58,1,1,1,1,1,1,1,1,0,115.15,8349.45,0.0,0,2571.12,10920.57,LLBYNR4859,4,0,26,5398,895378,1,72,115.15,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
732,0907-HQNTS,1,0,74,0,1,1,0,0,FHBTXO3414,Pittsburg,94565,"38.006047, -121.916834",38.006047,-121.916834,JSNJKKTQE1876,1,8,70,1,46.2,1,1,14,1,1,1,1,1,1,0,1,1,113.0,7987.6,0.0,0,3234.0,11221.6,ISTUCB6129,3,0,47,4588,124170,1,70,113.0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5746,0909-SDHNU,1,0,33,0,0,0,1,2,UBHNRH5886,Los Angeles,90036,"34.070291, -118.349191",34.070291,-118.349191,WZWIMQXVX1165,0,0,7,0,0.0,0,1,19,1,0,0,0,0,0,0,1,0,29.8,201.95,0.0,0,0.0,201.95,KRBNVA7352,3,0,56,4236,913788,0,7,29.8,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6503,0909-SELIE,1,1,53,0,0,1,0,0,MUVTVW3712,Clearlake Oaks,95423,"39.07116, -122.598542",39.07116,-122.598542,XEIWKLJMK5167,1,1,61,1,43.48,1,1,20,1,1,1,1,0,1,1,1,1,80.8,4860.85,17.17,0,2652.2799999999997,7495.96,VNCMTJ8934,4,0,72,4302,210061,1,61,80.8,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2865,0913-XWSCN,1,1,29,1,0,1,1,2,EQGYOQ9969,Sun City,92585,"33.739412, -117.173334",33.739412,-117.173334,XKQTUKOXD9657,1,1,55,1,41.89,1,1,52,0,0,0,0,0,1,1,1,0,85.5,4713.4,0.0,0,2303.95,7017.349999999999,XEYWFD6116,4,0,20,6411,476273,1,55,85.5,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6432,0916-KNFAJ,1,1,37,0,0,1,0,0,DWHEIO6673,San Jose,95133,"37.371862, -121.860349",37.371862,-121.860349,QKXKCVWXS6555,1,1,61,1,4.69,1,1,4,1,0,1,0,0,1,1,1,1,69.9,4226.7,0.0,0,286.09000000000003,4512.79,GJVRSA1299,4,0,76,5117,652875,1,61,69.9,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
854,0916-QOFDP,1,0,79,0,1,1,1,1,NXKHIW9348,Randsburg,93554,"35.405722, -117.773354",35.405722,-117.773354,KVQQEEMPJ8856,1,5,14,1,14.39,1,1,30,0,0,0,0,1,1,0,1,1,95.8,1346.3,0.0,0,201.46,1547.76,MXRBIR4743,3,0,29,3471,781863,1,14,95.8,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
223,0917-EZOLA,1,1,66,0,1,1,0,0,QOTACL2868,Lakewood,90713,"33.847755, -118.112532",33.847755,-118.112532,HLCOVZPFE2163,0,0,72,1,6.03,1,1,2,0,1,1,0,1,1,0,1,1,104.15,7689.95,0.0,0,434.16,8124.11,AZBMHB8615,3,1,74,5925,168015,1,72,104.15,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
5646,0921-OHLVP,1,1,35,0,0,0,0,0,GKFINB4384,Paradise,95969,"39.69676, -121.644379",39.69676,-121.644379,CWONSXQGO5825,0,0,22,1,11.46,1,1,16,0,0,0,0,0,1,1,1,0,83.05,1799.3,0.0,0,252.12,2051.42,ZEWGAC7236,4,0,59,5357,321186,0,22,83.05,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1514,0923-PNFUB,1,0,55,0,0,0,0,0,LKKCLZ8454,Westlake Village,91361,"34.130992, -118.894673",34.130992,-118.894673,VQVJNNPJH4718,0,0,3,1,46.36,0,1,4,0,1,0,0,1,0,0,1,0,83.75,247.25,0.0,0,139.07999999999998,386.33,VVMORS2429,2,1,65,4852,682030,0,3,83.75,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
741,0924-BJCRC,1,0,70,0,1,1,0,0,OVESSM3847,Felton,95018,"37.089111, -122.062213",37.089111,-122.062213,HFOAPCKJZ6981,1,6,60,1,24.68,1,1,19,0,1,0,0,0,1,0,0,0,89.45,5294.6,0.0,10,1480.8,6785.400000000001,PXAYEW6564,3,0,44,4340,648735,1,60,89.45,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1573,0925-VYDLG,1,0,40,0,0,0,0,0,XLLNZI1999,Ludlow,92338,"34.702766, -116.093376",34.702766,-116.093376,YHXYZAKJB6919,0,0,3,1,17.87,1,1,25,0,0,0,0,0,0,0,1,0,75.25,242.0,0.0,0,53.61,295.61,BSTVCY9431,3,1,83,5898,336139,0,3,75.25,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6618,0927-CNGRH,1,1,42,0,0,0,1,3,ABGTBX8777,Alta,95701,"39.218096, -120.79153",39.218096,-120.79153,AEIYBRFEJ8543,0,0,1,1,30.63,0,0,0,0,0,0,0,0,0,0,0,0,19.55,19.55,0.0,0,30.63,50.18,EBLAVQ2399,4,0,21,5272,131502,0,1,19.55,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1362,0927-LCSMG,1,1,23,1,0,0,0,0,HELXCA6368,San Jose,95129,"37.305622, -122.000887",37.305622,-122.000887,ZYDFEDNRN4458,0,0,7,1,21.58,0,1,71,0,0,1,0,0,0,1,0,0,74.65,544.55,0.0,10,151.06,705.6099999999999,WLXPDC5752,3,1,75,3331,402920,0,7,74.65,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
777,0928-JMXNP,1,1,78,0,1,1,0,0,GTPQPF7571,Los Molinos,96055,"40.059385, -122.091481",40.059385,-122.091481,JUQBIIKWI5558,1,3,4,0,0.0,0,1,5,0,0,1,0,0,0,0,1,1,29.9,118.25,0.0,0,0.0,118.25,ZQIBBA8373,4,0,46,2914,405876,1,4,29.9,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
7016,0928-XUTSN,1,0,22,1,0,0,0,0,TVSQKN3499,Brawley,92227,"33.03933, -115.191857",33.03933,-115.191857,ESWQXNFHP4217,0,0,13,1,44.99,0,1,27,0,0,0,0,0,1,1,1,1,80.5,1011.8,24.99,0,584.87,1571.6799999999998,OGSXFQ5499,4,0,37,3895,538341,0,13,80.5,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3183,0929-HYQEW,1,1,20,1,0,0,0,0,QQMDBB6537,Oakland,94601,"37.776523, -122.219268",37.776523,-122.219268,AKKUJMHHJ5888,0,0,3,1,17.42,0,1,59,1,0,0,0,0,0,0,1,1,50.15,160.85,0.0,0,52.260000000000005,213.11,LYUPYX9472,3,0,23,2085,920009,0,3,50.15,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
907,0929-PECLO,1,0,74,0,1,0,0,0,IWGFBH6175,Klamath,95548,"41.572813, -124.035011",41.572813,-124.035011,NRPBUNZBZ6293,0,0,63,1,41.8,1,1,16,0,0,1,0,0,1,1,1,1,89.6,5538.8,0.0,0,2633.3999999999996,8172.2,SVANLM3732,4,0,38,4438,215669,0,63,89.6,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
5719,0930-EHUZA,1,0,33,0,0,0,0,0,YFBKWN8363,Calpine,96124,"39.672813, -120.456699",39.672813,-120.456699,YDPFLERYR7261,0,0,36,1,44.87,0,1,8,1,1,1,1,1,0,0,1,1,76.35,2606.35,0.0,0,1615.32,4221.67,OGVRSV4923,5,0,38,4771,444800,0,36,76.35,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5663,0931-MHTEM,1,0,36,0,0,0,0,0,UWFXQR5538,Big Bar,96010,"40.775272, -123.287414",40.775272,-123.287414,LJWSBVBSG7191,0,0,54,1,34.27,0,1,20,1,1,0,0,1,1,1,1,1,100.05,5299.65,0.0,0,1850.58,7150.23,CPNOGS7691,4,0,69,4478,888585,0,54,100.05,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6217,0932-YIXYU,1,0,50,0,0,0,0,0,JPKWCL8555,Dos Palos,93620,"37.045728, -120.630682",37.045728,-120.630682,ZCUTNLIHN8874,0,0,47,1,8.85,0,0,0,0,0,0,0,0,0,0,0,0,20.25,1029.8,0.0,0,415.95,1445.75,NCOVCW6463,3,0,64,5134,482904,0,47,20.25,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4346,0936-NQLJU,1,0,40,0,0,1,0,0,VZTGGY4887,Mokelumne Hill,95245,"38.304194, -120.592431",38.304194,-120.592431,PWADZWONV6947,1,9,41,1,8.44,0,0,0,0,0,0,0,0,0,0,0,0,20.65,875.55,0.0,0,346.03999999999996,1221.59,RUZATA8351,3,0,79,5062,495785,1,41,20.65,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6687,0939-EREMR,1,0,40,0,0,0,1,1,UFGAWL4996,Chico,95973,"39.903272, -121.843567",39.903272,-121.843567,XFUKLEAVB3642,0,0,13,1,25.33,0,1,27,0,0,1,1,0,0,0,0,0,53.45,718.1,26.37,0,329.28999999999996,1021.02,FTJPNJ9174,5,0,40,4335,855635,0,13,53.45,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1250,0939-YAPAF,1,0,44,0,0,0,0,0,REISUO5166,Santa Ana,92701,"33.748478, -117.858918",33.748478,-117.858918,LGKXPZQNY7151,0,0,35,1,10.49,1,1,17,0,0,1,0,1,1,1,1,1,100.25,3527.6,0.0,0,367.15,3894.75,BLKFOF8175,3,1,72,2744,923436,0,35,100.25,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2398,0940-OUQEC,1,1,54,0,0,0,0,0,NFQIIO4741,Winters,95694,"38.578604, -122.024579",38.578604,-122.024579,WBJBIQJHG1582,0,0,10,1,17.07,1,1,3,0,1,0,0,0,0,0,0,1,80.7,788.8,38.42,50,170.7,971.08,HEXAAQ6478,1,1,77,3492,742172,0,10,80.7,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2831,0942-KOWSM,1,0,24,1,0,1,0,0,XGVLRA4416,Hesperia,92345,"34.361387, -117.337509",34.361387,-117.337509,XDVUKKYXJ3378,1,4,30,1,15.94,0,1,53,0,1,1,1,1,1,1,1,0,80.8,2369.3,0.0,0,478.2,2847.5,ZIQIMU1843,5,0,46,4274,346828,1,30,80.8,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6615,0943-ZQPXH,1,1,46,0,0,1,1,1,RVJOOW8396,Vacaville,95688,"38.419088, -122.024568",38.419088,-122.024568,OSTRIKNLA5129,1,2,44,1,26.25,0,1,25,0,0,1,0,1,1,1,1,1,92.95,4122.9,0.0,0,1155.0,5277.9,MVKADQ1847,5,0,78,5635,260240,1,44,92.95,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2693,0945-TSONX,1,0,22,1,0,1,0,0,AJJLQZ5452,Encino,91436,"34.152875, -118.486056",34.152875,-118.486056,WOLONTJGU1996,1,6,47,1,29.15,1,1,52,1,1,0,1,1,1,1,0,1,85.3,4107.25,0.0,130,1370.05,5607.3,YNJAEY7161,3,0,30,5698,644216,1,47,85.3,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
267,0946-CLJTI,1,1,67,0,1,1,0,0,TWJNMQ3822,Palmdale,93551,"34.613476, -118.256358",34.613476,-118.256358,YLIXOVXTX4444,1,1,58,1,3.18,1,1,5,0,0,1,0,1,1,1,1,1,98.7,5812.6,0.0,0,184.44,5997.04,GUKDIQ2268,1,1,91,4662,799495,1,58,98.7,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2975,0946-FKYTX,1,1,42,0,0,0,0,0,GVSTEM5987,Tulare,93274,"36.185471, -119.375243",36.185471,-119.375243,XTDXUBQGF1963,0,0,52,0,0.0,0,1,14,0,1,0,0,0,0,0,1,0,30.1,1623.4,11.72,0,0.0,1611.68,VQHOTF9569,3,0,51,6290,245059,0,52,30.1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2157,0947-IDHRQ,1,0,21,1,0,0,0,0,VHFHKR2938,Woodland Hills,91367,"34.178068, -118.615714",34.178068,-118.615714,LDBVKRJQZ4231,0,0,7,1,39.21,0,1,42,0,0,0,0,1,0,1,0,1,80.3,526.7,0.0,10,274.47,811.1700000000001,QOFPRQ9659,2,1,75,3949,861620,0,7,80.3,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
51,0947-MUGVO,1,1,71,0,1,1,0,0,ZVYTWF4636,Jolon,93928,"35.930782, -121.189757",35.930782,-121.189757,EYMYXVDAB2137,1,1,20,1,5.37,0,1,24,0,1,0,0,0,0,0,1,1,73.65,1463.5,0.0,0,107.4,1570.9,DNYEON2965,1,1,95,5849,140601,1,20,73.65,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1643,0952-KMEEH,1,1,46,0,0,0,0,0,HBYARD2759,Mountain View,94043,"37.419725, -122.062947",37.419725,-122.062947,SQEAYTLMK3627,0,0,13,1,3.36,1,1,15,1,0,0,0,1,1,1,0,0,98.15,1230.25,0.0,40,43.68,1313.93,FXWMKO3764,1,1,91,5525,738106,0,13,98.15,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
4403,0953-LGOVU,1,1,19,1,0,1,1,3,GFQLZF1172,Clearlake,95422,"38.965804, -122.631779",38.965804,-122.631779,AEQXRJPUV9194,1,7,12,0,0.0,0,1,73,0,1,0,1,0,0,0,1,0,35.5,432.25,0.0,0,0.0,432.25,WIELGG6382,4,0,75,2562,532805,1,12,35.5,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6387,0956-ACVZC,1,0,23,1,0,0,0,0,NKWNDT8969,Novato,94947,"38.112166, -122.634384",38.112166,-122.634384,ZLRLHLCIA3596,0,0,54,1,48.97,0,1,42,0,0,1,0,1,1,1,0,1,94.1,5060.9,0.0,140,2644.38,7845.28,INNKBZ6514,3,0,70,4084,795718,0,54,94.1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2660,0956-SYCWG,1,0,61,0,0,0,0,0,DQTXTP5141,Agoura Hills,91301,"34.129058, -118.759788",34.129058,-118.759788,BQSXMZSEX1718,0,0,13,1,33.13,0,0,0,0,0,0,0,0,0,0,0,0,19.65,244.8,0.0,0,430.69000000000005,675.49,EZXLVL7556,3,0,49,2024,467635,0,13,19.65,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5323,0958-YHXGP,1,0,25,1,0,0,0,0,JYGLVB3314,Oakland,94621,"37.750553, -122.197175",37.750553,-122.197175,EVQJBZGHI8895,0,0,7,1,30.99,0,1,42,0,0,0,0,0,0,0,1,1,69.9,497.3,0.0,0,216.93,714.23,YMNJXZ7292,4,0,80,4562,437719,0,7,69.9,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2705,0959-WHOKV,1,1,28,1,0,0,0,0,BAHXZV1733,Covina,91724,"34.08111, -117.853935",34.08111,-117.853935,HLVFMRUPZ8858,0,0,42,1,6.42,1,1,48,1,1,1,0,0,1,1,1,1,99.0,4298.45,0.0,0,269.64,4568.09,YURADV6375,3,0,46,2887,816705,0,42,99.0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4498,0960-HUWBM,1,1,40,0,0,1,1,3,LMLALJ9796,Pleasant Grove,95668,"38.833554, -121.498102",38.833554,-121.498102,QYXVLXFZA3398,0,0,65,1,39.52,1,1,57,0,0,1,1,1,1,1,1,1,104.1,6700.05,0.0,0,2568.8,9268.85,GPIYCM7537,4,0,25,4024,537532,1,65,104.1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5569,0961-ZWLVI,1,1,35,0,0,0,1,3,HNQHCV7147,Rancho Cordova,95670,"38.602723, -121.279913",38.602723,-121.279913,UBOOOUARI3625,0,0,49,1,4.76,1,1,58,1,1,1,0,1,1,1,1,1,109.2,5290.45,0.0,0,233.24,5523.69,MEFOIV7233,3,0,44,6005,609667,0,49,109.2,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4200,0962-CQPWQ,1,0,57,0,0,1,1,2,GYAXAP9366,Alameda,94502,"37.724817, -122.224363",37.724817,-122.224363,PXBGAJAGC9347,1,1,62,1,2.41,0,0,0,0,0,0,0,0,0,0,0,0,20.3,1296.15,0.0,0,149.42000000000002,1445.5700000000002,QCDCCB3275,5,0,56,4574,700043,1,62,20.3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1839,0963-ZBDRN,1,1,45,0,0,0,0,0,HGLEEB2463,Claremont,91711,"34.127621, -117.717863",34.127621,-117.717863,YENMMDGMD9113,0,0,32,1,25.21,0,1,26,0,0,0,1,1,1,1,1,1,96.2,3183.4,0.0,0,806.72,3990.12,ERTIXI7236,3,1,93,3606,767058,0,32,96.2,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5437,0967-BMLBD,1,0,37,0,0,1,1,1,LWXTRK5468,Hornitos,95325,"37.479926, -120.230424",37.479926,-120.230424,VFIACNLSA9352,1,8,11,1,49.19,0,0,0,0,0,0,0,0,0,0,0,1,20.0,196.35,0.0,0,541.0899999999999,737.4399999999999,EQXUTP6312,5,0,72,5837,268727,1,11,20.0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
